Hour,Load [W],Flow Rate [m3/s]
143,10000,0.000303
144,10000,0.000303
145,10000,0.000303
146,10000,0.000303
147,10000,0.000303
148,10000,0.000303
149,10000,0.000303
150,10000,0.000303
151,10000,0.000303
152,10000,0.000303
153,10000,0.000303
154,10000,0.000303
155,10000,0.000303
156,10000,0.000303
157,10000,0.000303
158,10000,0.000303
159,10000,0.000303
160,10000,0.000303
161,10000,0.000303
162,10000,0.000303
163,10000,0.000303
164,10000,0.000303
165,10000,0.000303
166,10000,0.000303
167,10000,0.000303
168,10000,0.000303
169,10000,0.000303
170,10000,0.000303
171,10000,0.000303
172,10000,0.000303
173,10000,0.000303
174,10000,0.000303
175,10000,0.000303
176,10000,0.000303
177,10000,0.000303
178,10000,0.000303
179,10000,0.000303
180,10000,0.000303
181,10000,0.000303
182,10000,0.000303
183,10000,0.000303
184,10000,0.000303
185,10000,0.000303
186,10000,0.000303
187,10000,0.000303
188,10000,0.000303
189,10000,0.000303
190,10000,0.000303
191,10000,0.000303
192,10000,0.000303
193,10000,0.000303
194,10000,0.000303
195,10000,0.000303
196,10000,0.000303
197,10000,0.000303
198,10000,0.000303
199,10000,0.000303
200,10000,0.000303
201,10000,0.000303
202,10000,0.000303
203,10000,0.000303
204,10000,0.000303
205,10000,0.000303
206,10000,0.000303
207,10000,0.000303
208,10000,0.000303
209,10000,0.000303
210,10000,0.000303
211,10000,0.000303
212,10000,0.000303
213,10000,0.000303
214,10000,0.000303
215,10000,0.000303
216,10000,0.000303
217,10000,0.000303
218,10000,0.000303
219,10000,0.000303
220,10000,0.000303
221,10000,0.000303
222,10000,0.000303
223,10000,0.000303
224,10000,0.000303
225,10000,0.000303
226,10000,0.000303
227,10000,0.000303
228,10000,0.000303
229,10000,0.000303
230,10000,0.000303
231,10000,0.000303
232,10000,0.000303
233,10000,0.000303
234,10000,0.000303
235,10000,0.000303
236,10000,0.000303
237,10000,0.000303
238,10000,0.000303
239,10000,0.000303
240,10000,0.000303
241,10000,0.000303
242,10000,0.000303
243,10000,0.000303
244,10000,0.000303
245,10000,0.000303
246,10000,0.000303
247,10000,0.000303
248,10000,0.000303
249,10000,0.000303
250,10000,0.000303
251,10000,0.000303
252,10000,0.000303
253,10000,0.000303
254,10000,0.000303
255,10000,0.000303
256,10000,0.000303
257,10000,0.000303
258,10000,0.000303
259,10000,0.000303
260,10000,0.000303
261,10000,0.000303
262,10000,0.000303
263,10000,0.000303
264,10000,0.000303
265,10000,0.000303
266,10000,0.000303
267,10000,0.000303
268,10000,0.000303
269,10000,0.000303
270,10000,0.000303
271,10000,0.000303
272,10000,0.000303
273,10000,0.000303
274,10000,0.000303
275,10000,0.000303
276,10000,0.000303
277,10000,0.000303
278,10000,0.000303
279,10000,0.000303
280,10000,0.000303
281,10000,0.000303
282,10000,0.000303
283,10000,0.000303
284,10000,0.000303
285,10000,0.000303
286,10000,0.000303
287,10000,0.000303
288,10000,0.000303
289,10000,0.000303
290,10000,0.000303
291,10000,0.000303
292,10000,0.000303
293,10000,0.000303
294,10000,0.000303
295,10000,0.000303
296,10000,0.000303
297,10000,0.000303
298,10000,0.000303
299,10000,0.000303
300,10000,0.000303
301,10000,0.000303
302,10000,0.000303
303,10000,0.000303
304,10000,0.000303
305,10000,0.000303
306,10000,0.000303
307,10000,0.000303
308,10000,0.000303
309,10000,0.000303
310,10000,0.000303
311,10000,0.000303
312,10000,0.000303
313,10000,0.000303
314,10000,0.000303
315,10000,0.000303
316,10000,0.000303
317,10000,0.000303
318,10000,0.000303
319,10000,0.000303
320,10000,0.000303
321,10000,0.000303
322,10000,0.000303
323,10000,0.000303
324,10000,0.000303
325,10000,0.000303
326,10000,0.000303
327,10000,0.000303
328,10000,0.000303
329,10000,0.000303
330,10000,0.000303
331,10000,0.000303
332,10000,0.000303
333,10000,0.000303
334,10000,0.000303
335,10000,0.000303
336,10000,0.000303
337,10000,0.000303
338,10000,0.000303
339,10000,0.000303
340,10000,0.000303
341,10000,0.000303
342,10000,0.000303
343,10000,0.000303
344,10000,0.000303
345,10000,0.000303
346,10000,0.000303
347,10000,0.000303
348,10000,0.000303
349,10000,0.000303
350,10000,0.000303
351,10000,0.000303
352,10000,0.000303
353,10000,0.000303
354,10000,0.000303
355,10000,0.000303
356,10000,0.000303
357,10000,0.000303
358,10000,0.000303
359,10000,0.000303
360,10000,0.000303
361,10000,0.000303
362,10000,0.000303
363,10000,0.000303
364,10000,0.000303
365,10000,0.000303
366,10000,0.000303
367,10000,0.000303
368,10000,0.000303
369,10000,0.000303
370,10000,0.000303
371,10000,0.000303
372,10000,0.000303
373,10000,0.000303
374,10000,0.000303
375,10000,0.000303
376,10000,0.000303
377,10000,0.000303
378,10000,0.000303
379,10000,0.000303
380,10000,0.000303
381,10000,0.000303
382,10000,0.000303
383,10000,0.000303
384,10000,0.000303
385,10000,0.000303
386,10000,0.000303
387,10000,0.000303
388,10000,0.000303
389,10000,0.000303
390,10000,0.000303
391,10000,0.000303
392,10000,0.000303
393,10000,0.000303
394,10000,0.000303
395,10000,0.000303
396,10000,0.000303
397,10000,0.000303
398,10000,0.000303
399,10000,0.000303
400,10000,0.000303
401,10000,0.000303
402,10000,0.000303
403,10000,0.000303
404,10000,0.000303
405,10000,0.000303
406,10000,0.000303
407,10000,0.000303
408,10000,0.000303
409,10000,0.000303
410,10000,0.000303
411,10000,0.000303
412,10000,0.000303
413,10000,0.000303
414,10000,0.000303
415,10000,0.000303
416,10000,0.000303
417,10000,0.000303
418,10000,0.000303
419,10000,0.000303
420,10000,0.000303
421,10000,0.000303
422,10000,0.000303
423,10000,0.000303
424,10000,0.000303
425,10000,0.000303
426,10000,0.000303
427,10000,0.000303
428,10000,0.000303
429,10000,0.000303
430,10000,0.000303
431,10000,0.000303
432,10000,0.000303
433,10000,0.000303
434,10000,0.000303
435,10000,0.000303
436,10000,0.000303
437,10000,0.000303
438,10000,0.000303
439,10000,0.000303
440,10000,0.000303
441,10000,0.000303
442,10000,0.000303
443,10000,0.000303
444,10000,0.000303
445,10000,0.000303
446,10000,0.000303
447,10000,0.000303
448,10000,0.000303
449,10000,0.000303
450,10000,0.000303
451,10000,0.000303
452,10000,0.000303
453,10000,0.000303
454,10000,0.000303
455,10000,0.000303
456,10000,0.000303
457,10000,0.000303
458,10000,0.000303
459,10000,0.000303
460,10000,0.000303
461,10000,0.000303
462,10000,0.000303
463,10000,0.000303
464,10000,0.000303
465,10000,0.000303
466,10000,0.000303
467,10000,0.000303
468,10000,0.000303
469,10000,0.000303
470,10000,0.000303
471,10000,0.000303
472,10000,0.000303
473,10000,0.000303
474,10000,0.000303
475,10000,0.000303
476,10000,0.000303
477,10000,0.000303
478,10000,0.000303
479,10000,0.000303
480,10000,0.000303
481,10000,0.000303
482,10000,0.000303
483,10000,0.000303
484,10000,0.000303
485,10000,0.000303
486,10000,0.000303
487,10000,0.000303
488,10000,0.000303
489,10000,0.000303
490,10000,0.000303
491,10000,0.000303
492,10000,0.000303
493,10000,0.000303
494,10000,0.000303
495,10000,0.000303
496,10000,0.000303
497,10000,0.000303
498,10000,0.000303
499,10000,0.000303
500,10000,0.000303
501,10000,0.000303
502,10000,0.000303
503,10000,0.000303
504,10000,0.000303
505,10000,0.000303
506,10000,0.000303
507,10000,0.000303
508,10000,0.000303
509,10000,0.000303
510,10000,0.000303
511,10000,0.000303
512,10000,0.000303
513,10000,0.000303
514,10000,0.000303
515,10000,0.000303
516,10000,0.000303
517,10000,0.000303
518,10000,0.000303
519,10000,0.000303
520,10000,0.000303
521,10000,0.000303
522,10000,0.000303
523,10000,0.000303
524,10000,0.000303
525,10000,0.000303
526,10000,0.000303
527,10000,0.000303
528,10000,0.000303
529,10000,0.000303
530,10000,0.000303
531,10000,0.000303
532,10000,0.000303
533,10000,0.000303
534,10000,0.000303
535,10000,0.000303
536,10000,0.000303
537,10000,0.000303
538,10000,0.000303
539,10000,0.000303
540,10000,0.000303
541,10000,0.000303
542,10000,0.000303
543,10000,0.000303
544,10000,0.000303
545,10000,0.000303
546,10000,0.000303
547,10000,0.000303
548,10000,0.000303
549,10000,0.000303
550,10000,0.000303
551,10000,0.000303
552,10000,0.000303
553,10000,0.000303
554,10000,0.000303
555,10000,0.000303
556,10000,0.000303
557,10000,0.000303
558,10000,0.000303
559,10000,0.000303
560,10000,0.000303
561,10000,0.000303
562,10000,0.000303
563,10000,0.000303
564,10000,0.000303
565,10000,0.000303
566,10000,0.000303
567,10000,0.000303
568,10000,0.000303
569,10000,0.000303
570,10000,0.000303
571,10000,0.000303
572,10000,0.000303
573,10000,0.000303
574,10000,0.000303
575,10000,0.000303
576,10000,0.000303
577,10000,0.000303
578,10000,0.000303
579,10000,0.000303
580,10000,0.000303
581,10000,0.000303
582,10000,0.000303
583,10000,0.000303
584,10000,0.000303
585,10000,0.000303
586,10000,0.000303
587,10000,0.000303
588,10000,0.000303
589,10000,0.000303
590,10000,0.000303
591,10000,0.000303
592,10000,0.000303
593,10000,0.000303
594,10000,0.000303
595,10000,0.000303
596,10000,0.000303
597,10000,0.000303
598,10000,0.000303
599,10000,0.000303
600,10000,0.000303
601,10000,0.000303
602,10000,0.000303
603,10000,0.000303
604,10000,0.000303
605,10000,0.000303
606,10000,0.000303
607,10000,0.000303
608,10000,0.000303
609,10000,0.000303
610,10000,0.000303
611,10000,0.000303
612,10000,0.000303
613,10000,0.000303
614,10000,0.000303
615,10000,0.000303
616,10000,0.000303
617,10000,0.000303
618,10000,0.000303
619,10000,0.000303
620,10000,0.000303
621,10000,0.000303
622,10000,0.000303
623,10000,0.000303
624,10000,0.000303
625,10000,0.000303
626,10000,0.000303
627,10000,0.000303
628,10000,0.000303
629,10000,0.000303
630,10000,0.000303
631,10000,0.000303
632,10000,0.000303
633,10000,0.000303
634,10000,0.000303
635,10000,0.000303
636,10000,0.000303
637,10000,0.000303
638,10000,0.000303
639,10000,0.000303
640,10000,0.000303
641,10000,0.000303
642,10000,0.000303
643,10000,0.000303
644,10000,0.000303
645,10000,0.000303
646,10000,0.000303
647,10000,0.000303
648,10000,0.000303
649,10000,0.000303
650,10000,0.000303
651,10000,0.000303
652,10000,0.000303
653,10000,0.000303
654,10000,0.000303
655,10000,0.000303
656,10000,0.000303
657,10000,0.000303
658,10000,0.000303
659,10000,0.000303
660,10000,0.000303
661,10000,0.000303
662,10000,0.000303
663,10000,0.000303
664,10000,0.000303
665,10000,0.000303
666,10000,0.000303
667,10000,0.000303
668,10000,0.000303
669,10000,0.000303
670,10000,0.000303
671,10000,0.000303
672,10000,0.000303
673,10000,0.000303
674,10000,0.000303
675,10000,0.000303
676,10000,0.000303
677,10000,0.000303
678,10000,0.000303
679,10000,0.000303
680,10000,0.000303
681,10000,0.000303
682,10000,0.000303
683,10000,0.000303
684,10000,0.000303
685,10000,0.000303
686,10000,0.000303
687,10000,0.000303
688,10000,0.000303
689,10000,0.000303
690,10000,0.000303
691,10000,0.000303
692,10000,0.000303
693,10000,0.000303
694,10000,0.000303
695,10000,0.000303
696,10000,0.000303
697,10000,0.000303
698,10000,0.000303
699,10000,0.000303
700,10000,0.000303
701,10000,0.000303
702,10000,0.000303
703,10000,0.000303
704,10000,0.000303
705,10000,0.000303
706,10000,0.000303
707,10000,0.000303
708,10000,0.000303
709,10000,0.000303
710,10000,0.000303
711,10000,0.000303
712,10000,0.000303
713,10000,0.000303
714,10000,0.000303
715,10000,0.000303
716,10000,0.000303
717,10000,0.000303
718,10000,0.000303
719,10000,0.000303
720,10000,0.000303
721,10000,0.000303
722,10000,0.000303
723,10000,0.000303
724,10000,0.000303
725,10000,0.000303
726,10000,0.000303
727,10000,0.000303
728,10000,0.000303
729,10000,0.000303
730,10000,0.000303
731,10000,0.000303
732,10000,0.000303
733,10000,0.000303
734,10000,0.000303
735,10000,0.000303
736,10000,0.000303
737,10000,0.000303
738,10000,0.000303
739,10000,0.000303
740,10000,0.000303
741,10000,0.000303
742,10000,0.000303
743,10000,0.000303
744,10000,0.000303
745,10000,0.000303
746,10000,0.000303
747,10000,0.000303
748,10000,0.000303
749,10000,0.000303
750,10000,0.000303
751,10000,0.000303
752,10000,0.000303
753,10000,0.000303
754,10000,0.000303
755,10000,0.000303
756,10000,0.000303
757,10000,0.000303
758,10000,0.000303
759,10000,0.000303
760,10000,0.000303
761,10000,0.000303
762,10000,0.000303
763,10000,0.000303
764,10000,0.000303
765,10000,0.000303
766,10000,0.000303
767,10000,0.000303
768,10000,0.000303
769,10000,0.000303
770,10000,0.000303
771,10000,0.000303
772,10000,0.000303
773,10000,0.000303
774,10000,0.000303
775,10000,0.000303
776,10000,0.000303
777,10000,0.000303
778,10000,0.000303
779,10000,0.000303
780,10000,0.000303
781,10000,0.000303
782,10000,0.000303
783,10000,0.000303
784,10000,0.000303
785,10000,0.000303
786,10000,0.000303
787,10000,0.000303
788,10000,0.000303
789,10000,0.000303
790,10000,0.000303
791,10000,0.000303
792,10000,0.000303
793,10000,0.000303
794,10000,0.000303
795,10000,0.000303
796,10000,0.000303
797,10000,0.000303
798,10000,0.000303
799,10000,0.000303
800,10000,0.000303
801,10000,0.000303
802,10000,0.000303
803,10000,0.000303
804,10000,0.000303
805,10000,0.000303
806,10000,0.000303
807,10000,0.000303
808,10000,0.000303
809,10000,0.000303
810,10000,0.000303
811,10000,0.000303
812,10000,0.000303
813,10000,0.000303
814,10000,0.000303
815,10000,0.000303
816,10000,0.000303
817,10000,0.000303
818,10000,0.000303
819,10000,0.000303
820,10000,0.000303
821,10000,0.000303
822,10000,0.000303
823,10000,0.000303
824,10000,0.000303
825,10000,0.000303
826,10000,0.000303
827,10000,0.000303
828,10000,0.000303
829,10000,0.000303
830,10000,0.000303
831,10000,0.000303
832,10000,0.000303
833,10000,0.000303
834,10000,0.000303
835,10000,0.000303
836,10000,0.000303
837,10000,0.000303
838,10000,0.000303
839,10000,0.000303
840,10000,0.000303
841,10000,0.000303
842,10000,0.000303
843,10000,0.000303
844,10000,0.000303
845,10000,0.000303
846,10000,0.000303
847,10000,0.000303
848,10000,0.000303
849,10000,0.000303
850,10000,0.000303
851,10000,0.000303
852,10000,0.000303
853,10000,0.000303
854,10000,0.000303
855,10000,0.000303
856,10000,0.000303
857,10000,0.000303
858,10000,0.000303
859,10000,0.000303
860,10000,0.000303
861,10000,0.000303
862,10000,0.000303
863,10000,0.000303
864,10000,0.000303
865,10000,0.000303
866,10000,0.000303
867,10000,0.000303
868,10000,0.000303
869,10000,0.000303
870,10000,0.000303
871,10000,0.000303
872,10000,0.000303
873,10000,0.000303
874,10000,0.000303
875,10000,0.000303
876,10000,0.000303
877,10000,0.000303
878,10000,0.000303
879,10000,0.000303
880,10000,0.000303
881,10000,0.000303
882,10000,0.000303
883,10000,0.000303
884,10000,0.000303
885,10000,0.000303
886,10000,0.000303
887,10000,0.000303
888,10000,0.000303
889,10000,0.000303
890,10000,0.000303
891,10000,0.000303
892,10000,0.000303
893,10000,0.000303
894,10000,0.000303
895,10000,0.000303
896,10000,0.000303
897,10000,0.000303
898,10000,0.000303
899,10000,0.000303
900,10000,0.000303
901,10000,0.000303
902,10000,0.000303
903,10000,0.000303
904,10000,0.000303
905,10000,0.000303
906,10000,0.000303
907,10000,0.000303
908,10000,0.000303
909,10000,0.000303
910,10000,0.000303
911,10000,0.000303
912,10000,0.000303
913,10000,0.000303
914,10000,0.000303
915,10000,0.000303
916,10000,0.000303
917,10000,0.000303
918,10000,0.000303
919,10000,0.000303
920,10000,0.000303
921,10000,0.000303
922,10000,0.000303
923,10000,0.000303
924,10000,0.000303
925,10000,0.000303
926,10000,0.000303
927,10000,0.000303
928,10000,0.000303
929,10000,0.000303
930,10000,0.000303
931,10000,0.000303
932,10000,0.000303
933,10000,0.000303
934,10000,0.000303
935,10000,0.000303
936,10000,0.000303
937,10000,0.000303
938,10000,0.000303
939,10000,0.000303
940,10000,0.000303
941,10000,0.000303
942,10000,0.000303
943,10000,0.000303
944,10000,0.000303
945,10000,0.000303
946,10000,0.000303
947,10000,0.000303
948,10000,0.000303
949,10000,0.000303
950,10000,0.000303
951,10000,0.000303
952,10000,0.000303
953,10000,0.000303
954,10000,0.000303
955,10000,0.000303
956,10000,0.000303
957,10000,0.000303
958,10000,0.000303
959,10000,0.000303
960,10000,0.000303
961,10000,0.000303
962,10000,0.000303
963,10000,0.000303
964,10000,0.000303
965,10000,0.000303
966,10000,0.000303
967,10000,0.000303
968,10000,0.000303
969,10000,0.000303
970,10000,0.000303
971,10000,0.000303
972,10000,0.000303
973,10000,0.000303
974,10000,0.000303
975,10000,0.000303
976,10000,0.000303
977,10000,0.000303
978,10000,0.000303
979,10000,0.000303
980,10000,0.000303
981,10000,0.000303
982,10000,0.000303
983,10000,0.000303
984,10000,0.000303
985,10000,0.000303
986,10000,0.000303
987,10000,0.000303
988,10000,0.000303
989,10000,0.000303
990,10000,0.000303
991,10000,0.000303
992,10000,0.000303
993,10000,0.000303
994,10000,0.000303
995,10000,0.000303
996,10000,0.000303
997,10000,0.000303
998,10000,0.000303
999,10000,0.000303
1000,10000,0.000303
1001,10000,0.000303
1002,10000,0.000303
1003,10000,0.000303
1004,10000,0.000303
1005,10000,0.000303
1006,10000,0.000303
1007,10000,0.000303
1008,10000,0.000303
1009,10000,0.000303
1010,10000,0.000303
1011,10000,0.000303
1012,10000,0.000303
1013,10000,0.000303
1014,10000,0.000303
1015,10000,0.000303
1016,10000,0.000303
1017,10000,0.000303
1018,10000,0.000303
1019,10000,0.000303
1020,10000,0.000303
1021,10000,0.000303
1022,10000,0.000303
1023,10000,0.000303
1024,10000,0.000303
1025,10000,0.000303
1026,10000,0.000303
1027,10000,0.000303
1028,10000,0.000303
1029,10000,0.000303
1030,10000,0.000303
1031,10000,0.000303
1032,10000,0.000303
1033,10000,0.000303
1034,10000,0.000303
1035,10000,0.000303
1036,10000,0.000303
1037,10000,0.000303
1038,10000,0.000303
1039,10000,0.000303
1040,10000,0.000303
1041,10000,0.000303
1042,10000,0.000303
1043,10000,0.000303
1044,10000,0.000303
1045,10000,0.000303
1046,10000,0.000303
1047,10000,0.000303
1048,10000,0.000303
1049,10000,0.000303
1050,10000,0.000303
1051,10000,0.000303
1052,10000,0.000303
1053,10000,0.000303
1054,10000,0.000303
1055,10000,0.000303
1056,10000,0.000303
1057,10000,0.000303
1058,10000,0.000303
1059,10000,0.000303
1060,10000,0.000303
1061,10000,0.000303
1062,10000,0.000303
1063,10000,0.000303
1064,10000,0.000303
1065,10000,0.000303
1066,10000,0.000303
1067,10000,0.000303
1068,10000,0.000303
1069,10000,0.000303
1070,10000,0.000303
1071,10000,0.000303
1072,10000,0.000303
1073,10000,0.000303
1074,10000,0.000303
1075,10000,0.000303
1076,10000,0.000303
1077,10000,0.000303
1078,10000,0.000303
1079,10000,0.000303
1080,10000,0.000303
1081,10000,0.000303
1082,10000,0.000303
1083,10000,0.000303
1084,10000,0.000303
1085,10000,0.000303
1086,10000,0.000303
1087,10000,0.000303
1088,10000,0.000303
1089,10000,0.000303
1090,10000,0.000303
1091,10000,0.000303
1092,10000,0.000303
1093,10000,0.000303
1094,10000,0.000303
1095,10000,0.000303
1096,10000,0.000303
1097,10000,0.000303
1098,10000,0.000303
1099,10000,0.000303
1100,10000,0.000303
1101,10000,0.000303
1102,10000,0.000303
1103,10000,0.000303
1104,10000,0.000303
1105,10000,0.000303
1106,10000,0.000303
1107,10000,0.000303
1108,10000,0.000303
1109,10000,0.000303
1110,10000,0.000303
1111,10000,0.000303
1112,10000,0.000303
1113,10000,0.000303
1114,10000,0.000303
1115,10000,0.000303
1116,10000,0.000303
1117,10000,0.000303
1118,10000,0.000303
1119,10000,0.000303
1120,10000,0.000303
1121,10000,0.000303
1122,10000,0.000303
1123,10000,0.000303
1124,10000,0.000303
1125,10000,0.000303
1126,10000,0.000303
1127,10000,0.000303
1128,10000,0.000303
1129,10000,0.000303
1130,10000,0.000303
1131,10000,0.000303
1132,10000,0.000303
1133,10000,0.000303
1134,10000,0.000303
1135,10000,0.000303
1136,10000,0.000303
1137,10000,0.000303
1138,10000,0.000303
1139,10000,0.000303
1140,10000,0.000303
1141,10000,0.000303
1142,10000,0.000303
1143,10000,0.000303
1144,10000,0.000303
1145,10000,0.000303
1146,10000,0.000303
1147,10000,0.000303
1148,10000,0.000303
1149,10000,0.000303
1150,10000,0.000303
1151,10000,0.000303
1152,10000,0.000303
1153,10000,0.000303
1154,10000,0.000303
1155,10000,0.000303
1156,10000,0.000303
1157,10000,0.000303
1158,10000,0.000303
1159,10000,0.000303
1160,10000,0.000303
1161,10000,0.000303
1162,10000,0.000303
1163,10000,0.000303
1164,10000,0.000303
1165,10000,0.000303
1166,10000,0.000303
1167,10000,0.000303
1168,10000,0.000303
1169,10000,0.000303
1170,10000,0.000303
1171,10000,0.000303
1172,10000,0.000303
1173,10000,0.000303
1174,10000,0.000303
1175,10000,0.000303
1176,10000,0.000303
1177,10000,0.000303
1178,10000,0.000303
1179,10000,0.000303
1180,10000,0.000303
1181,10000,0.000303
1182,10000,0.000303
1183,10000,0.000303
1184,10000,0.000303
1185,10000,0.000303
1186,10000,0.000303
1187,10000,0.000303
1188,10000,0.000303
1189,10000,0.000303
1190,10000,0.000303
1191,10000,0.000303
1192,10000,0.000303
1193,10000,0.000303
1194,10000,0.000303
1195,10000,0.000303
1196,10000,0.000303
1197,10000,0.000303
1198,10000,0.000303
1199,10000,0.000303
1200,10000,0.000303
1201,10000,0.000303
1202,10000,0.000303
1203,10000,0.000303
1204,10000,0.000303
1205,10000,0.000303
1206,10000,0.000303
1207,10000,0.000303
1208,10000,0.000303
1209,10000,0.000303
1210,10000,0.000303
1211,10000,0.000303
1212,10000,0.000303
1213,10000,0.000303
1214,10000,0.000303
1215,10000,0.000303
1216,10000,0.000303
1217,10000,0.000303
1218,10000,0.000303
1219,10000,0.000303
1220,10000,0.000303
1221,10000,0.000303
1222,10000,0.000303
1223,10000,0.000303
1224,10000,0.000303
1225,10000,0.000303
1226,10000,0.000303
1227,10000,0.000303
1228,10000,0.000303
1229,10000,0.000303
1230,10000,0.000303
1231,10000,0.000303
1232,10000,0.000303
1233,10000,0.000303
1234,10000,0.000303
1235,10000,0.000303
1236,10000,0.000303
1237,10000,0.000303
1238,10000,0.000303
1239,10000,0.000303
1240,10000,0.000303
1241,10000,0.000303
1242,10000,0.000303
1243,10000,0.000303
1244,10000,0.000303
1245,10000,0.000303
1246,10000,0.000303
1247,10000,0.000303
1248,10000,0.000303
1249,10000,0.000303
1250,10000,0.000303
1251,10000,0.000303
1252,10000,0.000303
1253,10000,0.000303
1254,10000,0.000303
1255,10000,0.000303
1256,10000,0.000303
1257,10000,0.000303
1258,10000,0.000303
1259,10000,0.000303
1260,10000,0.000303
1261,10000,0.000303
1262,10000,0.000303
1263,10000,0.000303
1264,10000,0.000303
1265,10000,0.000303
1266,10000,0.000303
1267,10000,0.000303
1268,10000,0.000303
1269,10000,0.000303
1270,10000,0.000303
1271,10000,0.000303
1272,10000,0.000303
1273,10000,0.000303
1274,10000,0.000303
1275,10000,0.000303
1276,10000,0.000303
1277,10000,0.000303
1278,10000,0.000303
1279,10000,0.000303
1280,10000,0.000303
1281,10000,0.000303
1282,10000,0.000303
1283,10000,0.000303
1284,10000,0.000303
1285,10000,0.000303
1286,10000,0.000303
1287,10000,0.000303
1288,10000,0.000303
1289,10000,0.000303
1290,10000,0.000303
1291,10000,0.000303
1292,10000,0.000303
1293,10000,0.000303
1294,10000,0.000303
1295,10000,0.000303
1296,10000,0.000303
1297,10000,0.000303
1298,10000,0.000303
1299,10000,0.000303
1300,10000,0.000303
1301,10000,0.000303
1302,10000,0.000303
1303,10000,0.000303
1304,10000,0.000303
1305,10000,0.000303
1306,10000,0.000303
1307,10000,0.000303
1308,10000,0.000303
1309,10000,0.000303
1310,10000,0.000303
1311,10000,0.000303
1312,10000,0.000303
1313,10000,0.000303
1314,10000,0.000303
1315,10000,0.000303
1316,10000,0.000303
1317,10000,0.000303
1318,10000,0.000303
1319,10000,0.000303
1320,10000,0.000303
1321,10000,0.000303
1322,10000,0.000303
1323,10000,0.000303
1324,10000,0.000303
1325,10000,0.000303
1326,10000,0.000303
1327,10000,0.000303
1328,10000,0.000303
1329,10000,0.000303
1330,10000,0.000303
1331,10000,0.000303
1332,10000,0.000303
1333,10000,0.000303
1334,10000,0.000303
1335,10000,0.000303
1336,10000,0.000303
1337,10000,0.000303
1338,10000,0.000303
1339,10000,0.000303
1340,10000,0.000303
1341,10000,0.000303
1342,10000,0.000303
1343,10000,0.000303
1344,10000,0.000303
1345,10000,0.000303
1346,10000,0.000303
1347,10000,0.000303
1348,10000,0.000303
1349,10000,0.000303
1350,10000,0.000303
1351,10000,0.000303
1352,10000,0.000303
1353,10000,0.000303
1354,10000,0.000303
1355,10000,0.000303
1356,10000,0.000303
1357,10000,0.000303
1358,10000,0.000303
1359,10000,0.000303
