Hour,Total Load [W],Total Flow Rate [m3/s]
170,1216.320358,0.000505
171,1223.439376,0.000505
172,1230.557765,0.000505
173,1237.67552,0.000505
174,1244.792639,0.000505
175,1251.909117,0.000505
176,1259.024951,0.000505
177,1266.140138,0.000505
178,1273.254673,0.000505
179,1280.368553,0.000505
180,1287.481775,0.000505
181,1294.594334,0.000505
182,1301.706227,0.000505
183,1308.81745,0.000505
184,1315.928,0.000505
185,1323.037873,0.000505
186,1330.147065,0.000505
187,1337.255573,0.000505
188,1344.363394,0.000505
189,1351.470522,0.000505
190,1358.576955,0.000505
191,1365.682689,0.000505
192,1372.787721,0.000505
193,1379.892047,0.000505
194,1386.995662,0.000505
195,1394.098564,0.000505
196,1401.200749,0.000505
197,1408.302213,0.000505
198,1415.402952,0.000505
199,1422.502963,0.000505
200,1429.602243,0.000505
201,1436.700787,0.000505
202,1443.798592,0.000505
203,1450.895654,0.000505
204,1457.991969,0.000505
205,1465.087535,0.000505
206,1472.182347,0.000505
207,1479.276401,0.000505
208,1486.369694,0.000505
209,1493.462223,0.000505
210,1500.553983,0.000505
211,1507.644972,0.000505
212,1514.735185,0.000505
213,1521.824618,0.000505
214,1528.913269,0.000505
215,1536.001133,0.000505
216,1543.088207,0.000505
217,1550.174487,0.000505
218,1557.259969,0.000505
219,1564.34465,0.000505
220,1571.428527,0.000505
221,1578.511595,0.000505
222,1585.593851,0.000505
223,1592.675291,0.000505
224,1599.755912,0.000505
225,1606.83571,0.000505
226,1613.914681,0.000505
227,1620.992822,0.000505
228,1628.070129,0.000505
229,1635.146599,0.000505
230,1642.222227,0.000505
231,1649.29701,0.000505
232,1656.370945,0.000505
233,1663.444028,0.000505
234,1670.516255,0.000505
235,1677.587623,0.000505
236,1684.658127,0.000505
237,1691.727765,0.000505
238,1698.796532,0.000505
239,1705.864426,0.000505
240,1712.931442,0.000505
241,1719.997577,0.000505
242,1727.062826,0.000505
243,1734.127188,0.000505
244,1741.190657,0.000505
245,1748.25323,0.000505
246,1755.314904,0.000505
247,1762.375675,0.000505
248,1769.435539,0.000505
249,1776.494493,0.000505
250,1783.552533,0.000505
251,1790.609656,0.000505
252,1797.665857,0.000505
253,1804.721134,0.000505
254,1811.775482,0.000505
255,1818.828898,0.000505
256,1825.881378,0.000505
257,1832.932919,0.000505
258,1839.983517,0.000505
259,1847.033168,0.000505
260,1854.081869,0.000505
261,1861.129616,0.000505
262,1868.176406,0.000505
263,1875.222235,0.000505
264,1882.267098,0.000505
265,1889.310994,0.000505
266,1896.353918,0.000505
267,1903.395866,0.000505
268,1910.436834,0.000505
269,1917.47682,0.000505
270,1924.51582,0.000505
271,1931.553829,0.000505
272,1938.590845,0.000505
273,1945.626863,0.000505
274,1952.66188,0.000505
275,1959.695893,0.000505
276,1966.728898,0.000505
277,1973.760891,0.000505
278,1980.791868,0.000505
279,1987.821827,0.000505
280,1994.850762,0.000505
281,2001.878672,0.000505
282,2008.905551,0.000505
283,2015.931397,0.000505
284,2022.956206,0.000505
285,2029.979975,0.000505
286,2037.002698,0.000505
287,2044.024374,0.000505
288,2051.044999,0.000505
289,2058.064568,0.000505
290,2065.083078,0.000505
291,2072.100526,0.000505
292,2079.116908,0.000505
293,2086.132221,0.000505
294,2093.14646,0.000505
295,2100.159622,0.000505
296,2107.171704,0.000505
297,2114.182701,0.000505
298,2121.192612,0.000505
299,2128.20143,0.000505
300,2135.209154,0.000505
301,2142.21578,0.000505
302,2149.221303,0.000505
303,2156.225721,0.000505
304,2163.229029,0.000505
305,2170.231225,0.000505
306,2177.232304,0.000505
307,2184.232263,0.000505
308,2191.231098,0.000505
309,2198.228806,0.000505
310,2205.225383,0.000505
311,2212.220826,0.000505
312,2219.21513,0.000505
313,2226.208293,0.000505
314,2233.20031,0.000505
315,2240.191179,0.000505
316,2247.180895,0.000505
317,2254.169455,0.000505
318,2261.156855,0.000505
319,2268.143092,0.000505
320,2275.128162,0.000505
321,2282.112062,0.000505
322,2289.094788,0.000505
323,2296.076336,0.000505
324,2303.056702,0.000505
325,2310.035884,0.000505
326,2317.013878,0.000505
327,2323.990679,0.000505
328,2330.966285,0.000505
329,2337.940692,0.000505
330,2344.913896,0.000505
331,2351.885893,0.000505
332,2358.856681,0.000505
333,2365.826255,0.000505
334,2372.794612,0.000505
335,2379.761748,0.000505
336,2386.72766,0.000505
337,2393.692344,0.000505
338,2400.655797,0.000505
339,2407.618014,0.000505
340,2414.578993,0.000505
341,2421.53873,0.000505
342,2428.497221,0.000505
343,2435.454463,0.000505
344,2442.410451,0.000505
345,2449.365183,0.000505
346,2456.318655,0.000505
347,2463.270864,0.000505
348,2470.221805,0.000505
349,2477.171475,0.000505
350,2484.119871,0.000505
351,2491.066989,0.000505
352,2498.012825,0.000505
353,2504.957376,0.000505
354,2511.900639,0.000505
355,2518.842609,0.000505
356,2525.783283,0.000505
357,2532.722658,0.000505
358,2539.66073,0.000505
359,2546.597496,0.000505
360,2553.532951,0.000505
361,2560.467093,0.000505
362,2567.399917,0.000505
363,2574.331421,0.000505
364,2581.2616,0.000505
365,2588.190451,0.000505
366,2595.117971,0.000505
367,2602.044155,0.000505
368,2608.969001,0.000505
369,2615.892505,0.000505
370,2622.814663,0.000505
371,2629.735472,0.000505
372,2636.654927,0.000505
373,2643.573027,0.000505
374,2650.489766,0.000505
375,2657.405142,0.000505
376,2664.31915,0.000505
377,2671.231788,0.000505
378,2678.143052,0.000505
379,2685.052937,0.000505
380,2691.961442,0.000505
381,2698.868562,0.000505
382,2705.774293,0.000505
383,2712.678632,0.000505
384,2719.581575,0.000505
385,2726.48312,0.000505
386,2733.383262,0.000505
387,2740.281997,0.000505
388,2747.179323,0.000505
389,2754.075235,0.000505
390,2760.969731,0.000505
391,2767.862806,0.000505
392,2774.754457,0.000505
393,2781.644681,0.000505
394,2788.533474,0.000505
395,2795.420832,0.000505
396,2802.306752,0.000505
397,2809.19123,0.000505
398,2816.074263,0.000505
399,2822.955848,0.000505
400,2829.83598,0.000505
401,2836.714656,0.000505
402,2843.591873,0.000505
403,2850.467627,0.000505
404,2857.341914,0.000505
405,2864.214732,0.000505
406,2871.086076,0.000505
407,2877.955943,0.000505
408,2884.824329,0.000505
409,2891.691231,0.000505
410,2898.556645,0.000505
411,2905.420569,0.000505
412,2912.282997,0.000505
413,2919.143928,0.000505
414,2926.003356,0.000505
415,2932.86128,0.000505
416,2939.717694,0.000505
417,2946.572596,0.000505
418,2953.425982,0.000505
419,2960.277849,0.000505
420,2967.128193,0.000505
421,2973.97701,0.000505
422,2980.824297,0.000505
423,2987.670051,0.000505
424,2994.514268,0.000505
425,3001.356944,0.000505
426,3008.198076,0.000505
427,3015.037661,0.000505
428,3021.875694,0.000505
429,3028.712173,0.000505
430,3035.547094,0.000505
431,3042.380453,0.000505
432,3049.212247,0.000505
433,3056.042472,0.000505
434,3062.871125,0.000505
435,3069.698202,0.000505
436,3076.5237,0.000505
437,3083.347615,0.000505
438,3090.169944,0.000505
439,3096.990683,0.000505
440,3103.809829,0.000505
441,3110.627378,0.000505
442,3117.443327,0.000505
443,3124.257672,0.000505
444,3131.070409,0.000505
445,3137.881536,0.000505
446,3144.691049,0.000505
447,3151.498944,0.000505
448,3158.305217,0.000505
449,3165.109866,0.000505
450,3171.912886,0.000505
451,3178.714274,0.000505
452,3185.514028,0.000505
453,3192.312142,0.000505
454,3199.108614,0.000505
455,3205.90344,0.000505
456,3212.696617,0.000505
457,3219.488141,0.000505
458,3226.278009,0.000505
459,3233.066217,0.000505
460,3239.852762,0.000505
461,3246.637639,0.000505
462,3253.420847,0.000505
463,3260.202381,0.000505
464,3266.982238,0.000505
465,3273.760414,0.000505
466,3280.536905,0.000505
467,3287.311709,0.000505
468,3294.084822,0.000505
469,3300.85624,0.000505
470,3307.62596,0.000505
471,3314.393979,0.000505
472,3321.160292,0.000505
473,3327.924897,0.000505
474,3334.687789,0.000505
475,3341.448966,0.000505
476,3348.208424,0.000505
477,3354.96616,0.000505
478,3361.722169,0.000505
479,3368.476449,0.000505
480,3375.228996,0.000505
481,3381.979807,0.000505
482,3388.728877,0.000505
483,3395.476205,0.000505
484,3402.221785,0.000505
485,3408.965615,0.000505
486,3415.707692,0.000505
487,3422.448011,0.000505
488,3429.186569,0.000505
489,3435.923364,0.000505
490,3442.65839,0.000505
491,3449.391646,0.000505
492,3456.123127,0.000505
493,3462.85283,0.000505
494,3469.580751,0.000505
495,3476.306887,0.000505
496,3483.031236,0.000505
497,3489.753792,0.000505
498,3496.474553,0.000505
499,3503.193515,0.000505
500,3509.910674,0.000505
501,3516.626028,0.000505
502,3523.339573,0.000505
503,3530.051306,0.000505
504,3536.761222,0.000505
505,3543.469318,0.000505
506,3550.175592,0.000505
507,3556.880039,0.000505
508,3563.582657,0.000505
509,3570.283441,0.000505
510,3576.982388,0.000505
511,3583.679495,0.000505
512,3590.374759,0.000505
513,3597.068175,0.000505
514,3603.759741,0.000505
515,3610.449453,0.000505
516,3617.137307,0.000505
517,3623.823301,0.000505
518,3630.50743,0.000505
519,3637.189691,0.000505
520,3643.870082,0.000505
521,3650.548597,0.000505
522,3657.225235,0.000505
523,3663.899991,0.000505
524,3670.572862,0.000505
525,3677.243845,0.000505
526,3683.912936,0.000505
527,3690.580132,0.000505
528,3697.245429,0.000505
529,3703.908824,0.000505
530,3710.570313,0.000505
531,3717.229894,0.000505
532,3723.887562,0.000505
533,3730.543315,0.000505
534,3737.197148,0.000505
535,3743.849058,0.000505
536,3750.499043,0.000505
537,3757.147098,0.000505
538,3763.79322,0.000505
539,3770.437406,0.000505
540,3777.079652,0.000505
541,3783.719955,0.000505
542,3790.358311,0.000505
543,3796.994718,0.000505
544,3803.629171,0.000505
545,3810.261667,0.000505
546,3816.892203,0.000505
547,3823.520775,0.000505
548,3830.14738,0.000505
549,3836.772015,0.000505
550,3843.394676,0.000505
551,3850.015359,0.000505
552,3856.634062,0.000505
553,3863.250781,0.000505
554,3869.865513,0.000505
555,3876.478253,0.000505
556,3883.088999,0.000505
557,3889.697748,0.000505
558,3896.304495,0.000505
559,3902.909238,0.000505
560,3909.511973,0.000505
561,3916.112697,0.000505
562,3922.711406,0.000505
563,3929.308097,0.000505
564,3935.902767,0.000505
565,3942.495411,0.000505
566,3949.086028,0.000505
567,3955.674612,0.000505
568,3962.261162,0.000505
569,3968.845673,0.000505
570,3975.428143,0.000505
571,3982.008567,0.000505
572,3988.586943,0.000505
573,3995.163267,0.000505
574,4001.737535,0.000505
575,4008.309745,0.000505
576,4014.879892,0.000505
577,4021.447974,0.000505
578,4028.013987,0.000505
579,4034.577928,0.000505
580,4041.139793,0.000505
581,4047.69958,0.000505
582,4054.257284,0.000505
583,4060.812902,0.000505
584,4067.366431,0.000505
585,4073.917867,0.000505
586,4080.467208,0.000505
587,4087.014449,0.000505
588,4093.559588,0.000505
589,4100.102621,0.000505
590,4106.643544,0.000505
591,4113.182355,0.000505
592,4119.71905,0.000505
593,4126.253625,0.000505
594,4132.786078,0.000505
595,4139.316404,0.000505
596,4145.844601,0.000505
597,4152.370665,0.000505
598,4158.894593,0.000505
599,4165.416381,0.000505
600,4171.936026,0.000505
601,4178.453525,0.000505
602,4184.968874,0.000505
603,4191.482071,0.000505
604,4197.993111,0.000505
605,4204.501991,0.000505
606,4211.008708,0.000505
607,4217.513259,0.000505
608,4224.01564,0.000505
609,4230.515848,0.000505
610,4237.013879,0.000505
611,4243.509731,0.000505
612,4250.0034,0.000505
613,4256.494882,0.000505
614,4262.984174,0.000505
615,4269.471274,0.000505
616,4275.956176,0.000505
617,4282.438879,0.000505
618,4288.919379,0.000505
619,4295.397672,0.000505
620,4301.873756,0.000505
621,4308.347626,0.000505
622,4314.81928,0.000505
623,4321.288715,0.000505
624,4327.755926,0.000505
625,4334.22091,0.000505
626,4340.683665,0.000505
627,4347.144186,0.000505
628,4353.602472,0.000505
629,4360.058517,0.000505
630,4366.51232,0.000505
631,4372.963876,0.000505
632,4379.413182,0.000505
633,4385.860235,0.000505
634,4392.305032,0.000505
635,4398.747569,0.000505
636,4405.187844,0.000505
637,4411.625851,0.000505
638,4418.06159,0.000505
639,4424.495055,0.000505
640,4430.926245,0.000505
641,4437.355154,0.000505
642,4443.781781,0.000505
643,4450.206122,0.000505
644,4456.628173,0.000505
645,4463.047931,0.000505
646,4469.465394,0.000505
647,4475.880557,0.000505
648,4482.293417,0.000505
649,4488.703972,0.000505
650,4495.112217,0.000505
651,4501.51815,0.000505
652,4507.921766,0.000505
653,4514.323064,0.000505
654,4520.722039,0.000505
655,4527.118689,0.000505
656,4533.513009,0.000505
657,4539.904997,0.000505
658,4546.29465,0.000505
659,4552.681964,0.000505
660,4559.066935,0.000505
661,4565.449561,0.000505
662,4571.829838,0.000505
663,4578.207764,0.000505
664,4584.583334,0.000505
665,4590.956545,0.000505
666,4597.327395,0.000505
667,4603.695879,0.000505
668,4610.061995,0.000505
669,4616.425739,0.000505
670,4622.787108,0.000505
671,4629.146099,0.000505
672,4635.502709,0.000505
673,4641.856934,0.000505
674,4648.208771,0.000505
675,4654.558216,0.000505
676,4660.905267,0.000505
677,4667.24992,0.000505
678,4673.592172,0.000505
679,4679.932019,0.000505
680,4686.269459,0.000505
681,4692.604488,0.000505
682,4698.937103,0.000505
683,4705.2673,0.000505
684,4711.595077,0.000505
685,4717.92043,0.000505
686,4724.243355,0.000505
687,4730.56385,0.000505
688,4736.881912,0.000505
689,4743.197536,0.000505
690,4749.510721,0.000505
691,4755.821462,0.000505
692,4762.129756,0.000505
693,4768.4356,0.000505
694,4774.738991,0.000505
695,4781.039926,0.000505
696,4787.338401,0.000505
697,4793.634413,0.000505
698,4799.927959,0.000505
699,4806.219036,0.000505
700,4812.50764,0.000505
701,4818.793768,0.000505
702,4825.077418,0.000505
703,4831.358584,0.000505
704,4837.637266,0.000505
705,4843.913458,0.000505
706,4850.187159,0.000505
707,4856.458364,0.000505
708,4862.727071,0.000505
709,4868.993276,0.000505
710,4875.256977,0.000505
711,4881.518169,0.000505
712,4887.77685,0.000505
713,4894.033016,0.000505
714,4900.286664,0.000505
715,4906.537792,0.000505
716,4912.786395,0.000505
717,4919.032471,0.000505
718,4925.276016,0.000505
719,4931.517027,0.000505
720,4937.755502,0.000505
721,4943.991436,0.000505
722,4950.224826,0.000505
723,4956.45567,0.000505
724,4962.683964,0.000505
725,4968.909705,0.000505
726,4975.132889,0.000505
727,4981.353514,0.000505
728,4987.571576,0.000505
729,4993.787073,0.000505
730,5000,0.000505
731,5006.210355,0.000505
732,5012.418134,0.000505
733,5018.623335,0.000505
734,5024.825954,0.000505
735,5031.025988,0.000505
736,5037.223434,0.000505
737,5043.418288,0.000505
738,5049.610547,0.000505
739,5055.800209,0.000505
740,5061.98727,0.000505
741,5068.171726,0.000505
742,5074.353575,0.000505
743,5080.532814,0.000505
744,5086.709439,0.000505
745,5092.883446,0.000505
746,5099.054834,0.000505
747,5105.223599,0.000505
748,5111.389737,0.000505
749,5117.553246,0.000505
750,5123.714121,0.000505
751,5129.872361,0.000505
752,5136.027962,0.000505
753,5142.18092,0.000505
754,5148.331233,0.000505
755,5154.478898,0.000505
756,5160.62391,0.000505
757,5166.766268,0.000505
758,5172.905967,0.000505
759,5179.043006,0.000505
760,5185.17738,0.000505
761,5191.309086,0.000505
762,5197.438122,0.000505
763,5203.564483,0.000505
764,5209.688168,0.000505
765,5215.809173,0.000505
766,5221.927494,0.000505
767,5228.043129,0.000505
768,5234.156074,0.000505
769,5240.266326,0.000505
770,5246.373882,0.000505
771,5252.47874,0.000505
772,5258.580895,0.000505
773,5264.680345,0.000505
774,5270.777086,0.000505
775,5276.871116,0.000505
776,5282.962431,0.000505
777,5289.051029,0.000505
778,5295.136905,0.000505
779,5301.220057,0.000505
780,5307.300482,0.000505
781,5313.378176,0.000505
782,5319.453137,0.000505
783,5325.525361,0.000505
784,5331.594846,0.000505
785,5337.661587,0.000505
786,5343.725583,0.000505
787,5349.786829,0.000505
788,5355.845323,0.000505
789,5361.901062,0.000505
790,5367.954043,0.000505
791,5374.004261,0.000505
792,5380.051715,0.000505
793,5386.096402,0.000505
794,5392.138317,0.000505
795,5398.177458,0.000505
796,5404.213822,0.000505
797,5410.247406,0.000505
798,5416.278207,0.000505
799,5422.306221,0.000505
800,5428.331445,0.000505
801,5434.353877,0.000505
802,5440.373513,0.000505
803,5446.39035,0.000505
804,5452.404385,0.000505
805,5458.415616,0.000505
806,5464.424038,0.000505
807,5470.429649,0.000505
808,5476.432445,0.000505
809,5482.432424,0.000505
810,5488.429583,0.000505
811,5494.423918,0.000505
812,5500.415426,0.000505
813,5506.404105,0.000505
814,5512.389951,0.000505
815,5518.372961,0.000505
816,5524.353132,0.000505
817,5530.330461,0.000505
818,5536.304944,0.000505
819,5542.27658,0.000505
820,5548.245364,0.000505
821,5554.211294,0.000505
822,5560.174367,0.000505
823,5566.134579,0.000505
824,5572.091927,0.000505
825,5578.046409,0.000505
826,5583.998021,0.000505
827,5589.94676,0.000505
828,5595.892624,0.000505
829,5601.835609,0.000505
830,5607.775712,0.000505
831,5613.71293,0.000505
832,5619.647259,0.000505
833,5625.578698,0.000505
834,5631.507243,0.000505
835,5637.43289,0.000505
836,5643.355637,0.000505
837,5649.275481,0.000505
838,5655.192419,0.000505
839,5661.106447,0.000505
840,5667.017563,0.000505
841,5672.925763,0.000505
842,5678.831045,0.000505
843,5684.733405,0.000505
844,5690.632841,0.000505
845,5696.529349,0.000505
846,5702.422927,0.000505
847,5708.313571,0.000505
848,5714.201278,0.000505
849,5720.086045,0.000505
850,5725.96787,0.000505
851,5731.846749,0.000505
852,5737.722679,0.000505
853,5743.595657,0.000505
854,5749.465681,0.000505
855,5755.332746,0.000505
856,5761.196851,0.000505
857,5767.057992,0.000505
858,5772.916166,0.000505
859,5778.771369,0.000505
860,5784.6236,0.000505
861,5790.472855,0.000505
862,5796.319131,0.000505
863,5802.162425,0.000505
864,5808.002735,0.000505
865,5813.840056,0.000505
866,5819.674386,0.000505
867,5825.505722,0.000505
868,5831.334061,0.000505
869,5837.1594,0.000505
870,5842.981736,0.000505
871,5848.801066,0.000505
872,5854.617388,0.000505
873,5860.430697,0.000505
874,5866.240991,0.000505
875,5872.048268,0.000505
876,5877.852523,0.000505
877,5883.653754,0.000505
878,5889.451959,0.000505
879,5895.247134,0.000505
880,5901.039276,0.000505
881,5906.828381,0.000505
882,5912.614449,0.000505
883,5918.397474,0.000505
884,5924.177455,0.000505
885,5929.954387,0.000505
886,5935.728269,0.000505
887,5941.499098,0.000505
888,5947.26687,0.000505
889,5953.031582,0.000505
890,5958.793231,0.000505
891,5964.551815,0.000505
892,5970.307331,0.000505
893,5976.059775,0.000505
894,5981.809144,0.000505
895,5987.555436,0.000505
896,5993.298648,0.000505
897,5999.038776,0.000505
898,6004.775819,0.000505
899,6010.509771,0.000505
900,6016.240632,0.000505
901,6021.968398,0.000505
902,6027.693066,0.000505
903,6033.414632,0.000505
904,6039.133095,0.000505
905,6044.848451,0.000505
906,6050.560696,0.000505
907,6056.26983,0.000505
908,6061.975847,0.000505
909,6067.678746,0.000505
910,6073.378523,0.000505
911,6079.075176,0.000505
912,6084.768701,0.000505
913,6090.459096,0.000505
914,6096.146358,0.000505
915,6101.830483,0.000505
916,6107.511469,0.000505
917,6113.189314,0.000505
918,6118.864013,0.000505
919,6124.535564,0.000505
920,6130.203964,0.000505
921,6135.869211,0.000505
922,6141.531301,0.000505
923,6147.190232,0.000505
924,6152.846,0.000505
925,6158.498602,0.000505
926,6164.148037,0.000505
927,6169.7943,0.000505
928,6175.437389,0.000505
929,6181.077301,0.000505
930,6186.714033,0.000505
931,6192.347582,0.000505
932,6197.977945,0.000505
933,6203.60512,0.000505
934,6209.229104,0.000505
935,6214.849893,0.000505
936,6220.467484,0.000505
937,6226.081876,0.000505
938,6231.693064,0.000505
939,6237.301047,0.000505
940,6242.905821,0.000505
941,6248.507383,0.000505
942,6254.10573,0.000505
943,6259.70086,0.000505
944,6265.292769,0.000505
945,6270.881455,0.000505
946,6276.466916,0.000505
947,6282.049147,0.000505
948,6287.628146,0.000505
949,6293.20391,0.000505
950,6298.776437,0.000505
951,6304.345724,0.000505
952,6309.911767,0.000505
953,6315.474564,0.000505
954,6321.034112,0.000505
955,6326.590408,0.000505
956,6332.143449,0.000505
957,6337.693233,0.000505
958,6343.239756,0.000505
959,6348.783015,0.000505
960,6354.323009,0.000505
961,6359.859733,0.000505
962,6365.393186,0.000505
963,6370.923364,0.000505
964,6376.450264,0.000505
965,6381.973884,0.000505
966,6387.494221,0.000505
967,6393.011271,0.000505
968,6398.525032,0.000505
969,6404.035502,0.000505
970,6409.542677,0.000505
971,6415.046555,0.000505
972,6420.547132,0.000505
973,6426.044407,0.000505
974,6431.538375,0.000505
975,6437.029034,0.000505
976,6442.516382,0.000505
977,6448.000416,0.000505
978,6453.481132,0.000505
979,6458.958529,0.000505
980,6464.432602,0.000505
981,6469.90335,0.000505
982,6475.370769,0.000505
983,6480.834857,0.000505
984,6486.29561,0.000505
985,6491.753027,0.000505
986,6497.207104,0.000505
987,6502.657839,0.000505
988,6508.105228,0.000505
989,6513.549269,0.000505
990,6518.989959,0.000505
991,6524.427295,0.000505
992,6529.861275,0.000505
993,6535.291895,0.000505
994,6540.719153,0.000505
995,6546.143047,0.000505
996,6551.563572,0.000505
997,6556.980727,0.000505
998,6562.394509,0.000505
999,6567.804914,0.000505
1000,6573.211941,0.000505
1001,6578.615586,0.000505
1002,6584.015847,0.000505
1003,6589.41272,0.000505
1004,6594.806204,0.000505
1005,6600.196295,0.000505
1006,6605.58299,0.000505
1007,6610.966287,0.000505
1008,6616.346182,0.000505
1009,6621.722674,0.000505
1010,6627.09576,0.000505
1011,6632.465436,0.000505
1012,6637.831699,0.000505
1013,6643.194548,0.000505
1014,6648.55398,0.000505
1015,6653.90999,0.000505
1016,6659.262578,0.000505
1017,6664.61174,0.000505
1018,6669.957473,0.000505
1019,6675.299775,0.000505
1020,6680.638642,0.000505
1021,6685.974073,0.000505
1022,6691.306064,0.000505
1023,6696.634612,0.000505
1024,6701.959715,0.000505
1025,6707.281371,0.000505
1026,6712.599576,0.000505
1027,6717.914327,0.000505
1028,6723.225622,0.000505
1029,6728.533459,0.000505
1030,6733.837834,0.000505
1031,6739.138745,0.000505
1032,6744.436188,0.000505
1033,6749.730162,0.000505
1034,6755.020664,0.000505
1035,6760.30769,0.000505
1036,6765.591238,0.000505
1037,6770.871306,0.000505
1038,6776.14789,0.000505
1039,6781.420989,0.000505
1040,6786.690598,0.000505
1041,6791.956716,0.000505
1042,6797.21934,0.000505
1043,6802.478467,0.000505
1044,6807.734095,0.000505
1045,6812.98622,0.000505
1046,6818.23484,0.000505
1047,6823.479952,0.000505
1048,6828.721554,0.000505
1049,6833.959643,0.000505
1050,6839.194216,0.000505
1051,6844.425271,0.000505
1052,6849.652804,0.000505
1053,6854.876814,0.000505
1054,6860.097297,0.000505
1055,6865.31425,0.000505
1056,6870.527672,0.000505
1057,6875.737559,0.000505
1058,6880.943909,0.000505
1059,6886.146719,0.000505
1060,6891.345987,0.000505
1061,6896.541708,0.000505
1062,6901.733882,0.000505
1063,6906.922506,0.000505
1064,6912.107576,0.000505
1065,6917.28909,0.000505
1066,6922.467045,0.000505
1067,6927.641439,0.000505
1068,6932.812269,0.000505
1069,6937.979532,0.000505
