Hour, Load
197,-361.75
198,-180.24
199,-0.01
200,-0.01
201,-0.01
202,-0.01
203,-0.01
204,-0.01
205,-0.01
206,-47.79
207,-147.44
208,-204.02
209,-200.97
210,-131.56
211,-0.01
212,-0.01
213,-0.01
214,-0.01
215,-0.01
216,-0.01
217,-0.01
218,-0.01
219,-0.01
220,-0.01
221,-0.01
222,-0.01
223,-0.01
224,-149.42
225,-239.93
226,-265.15
227,-229.32
228,-146.48
229,-37.98
230,-0.01
231,-0.01
232,-0.01
233,-0.01
234,-0.01
235,-0.01
236,-143.80
237,-290.63
238,-413.88
239,-490.12
240,-503.71
241,-450.56
242,-340.09
243,-195.08
244,-49.18
245,-0.01
246,-0.01
247,-0.01
248,-217.72
249,-568.94
250,-1032.29
251,-1563.68
252,-2099.00
253,-2560.11
254,-2863.40
255,-2930.06
256,-2697.02
257,-2127.00
258,-1216.42
259,-0.01
260,-0.01
261,-0.01
262,-0.01
263,-0.01
264,-0.01
265,-0.01
266,-0.01
267,-0.01
268,-0.01
269,-0.01
270,-0.01
271,-0.01
272,-2575.54
273,-5081.34
274,-7315.21
275,-9092.25
276,-10261.56
277,-10719.97
278,-10421.30
279,-9380.37
280,-7671.51
281,-5421.73
282,-2799.46
283,-0.01
284,-0.01
285,-0.01
286,-0.01
287,-0.01
288,-0.01
289,-0.01
290,-0.01
291,-0.01
292,-0.01
293,-0.01
294,-0.01
295,-0.01
296,-2460.82
297,-4721.54
298,-6641.29
299,-8102.73
300,-9017.73
301,-9331.48
302,-9024.88
303,-8115.47
304,-6656.77
305,-4735.97
306,-2470.02
307,-0.01
308,-0.01
309,-0.01
310,-0.01
311,-0.01
312,-0.01
313,-0.01
314,-0.01
315,-0.01
316,-0.01
317,-0.01
318,-0.01
319,-0.01
320,-2818.08
321,-5456.50
322,-7718.52
323,-9434.77
324,-10477.87
325,-10773.76
326,-10308.43
327,-9129.32
328,-7341.17
329,-5096.47
330,-2581.63
331,-0.01
332,-0.01
333,-0.01
334,-0.01
335,-0.01
336,-0.01
337,-0.01
338,-0.01
339,-0.01
340,-0.01
341,-0.01
342,-0.01
343,-0.01
344,-1197.47
345,-2087.63
346,-2637.65
347,-2853.10
348,-2773.13
349,-2462.40
350,-2000.81
351,-1472.52
352,-955.53
353,-513.16
354,-188.16
355,-0.01
356,-0.01
357,-2.65
358,-135.47
359,-301.83
360,-460.08
361,-575.46
362,-624.73
363,-598.71
364,-502.41
365,-352.97
366,-175.85
367,-0.01
368,-0.01
369,-0.01
370,-0.01
371,-0.01
372,-0.01
373,-0.01
374,-46.59
375,-143.73
376,-198.87
377,-195.89
378,-128.22
379,-0.01
380,-0.01
381,-0.01
382,-0.01
383,-0.01
384,-0.01
385,-0.01
386,-0.01
387,-0.01
388,-0.01
389,-0.01
390,-0.01
391,-0.01
392,-145.44
393,-233.52
394,-258.03
395,-223.15
396,-142.52
397,-36.95
398,-0.01
399,-0.01
400,-0.01
401,-0.01
402,-0.01
403,-0.01
404,-139.81
405,-282.55
406,-402.34
407,-476.41
408,-489.57
409,-437.88
410,-330.49
411,-189.55
412,-47.79
413,-0.01
414,-0.01
415,-0.01
416,-211.46
417,-552.52
418,-1002.41
419,-1518.27
420,-2037.86
421,-2485.31
422,-2779.48
423,-2843.92
424,-2617.50
425,-2064.10
426,-1180.33
427,-0.01
428,-0.01
429,-0.01
430,-0.01
431,-0.01
432,-0.01
433,-0.01
434,-0.01
435,-0.01
436,-0.01
437,-0.01
438,-0.01
439,-0.01
440,-2495.92
441,-4923.79
442,-7087.74
443,-8808.71
444,-9940.63
445,-10383.75
446,-10093.51
447,-9084.49
448,-7428.84
449,-5249.74
450,-2710.41
451,-0.01
452,-0.01
453,-0.01
454,-0.01
455,-0.01
456,-0.01
457,-0.01
458,-0.01
459,-0.01
460,-0.01
461,-0.01
462,-0.01
463,-0.01
464,-2379.43
465,-4564.96
466,-6420.44
467,-7832.55
468,-8716.24
469,-9018.65
470,-8721.51
471,-7841.94
472,-6431.80
473,-4575.48
474,-2386.09
475,-0.01
476,-0.01
477,-0.01
478,-0.01
479,-0.01
480,-0.01
481,-0.01
482,-0.01
483,-0.01
484,-0.01
485,-0.01
486,-0.01
487,-0.01
488,-2718.76
489,-5263.68
490,-7445.07
491,-9099.66
492,-10104.76
493,-10389.13
494,-9939.47
495,-8801.74
496,-7077.07
497,-4912.66
498,-2488.29
499,-0.01
500,-0.01
501,-0.01
502,-0.01
503,-0.01
504,-0.01
505,-0.01
506,-0.01
507,-0.01
508,-0.01
509,-0.01
510,-0.01
511,-0.01
512,-1152.64
513,-2009.29
514,-2538.42
515,-2745.50
516,-2668.30
517,-2369.09
518,-1924.81
519,-1416.45
520,-919.06
521,-493.53
522,-180.94
523,-0.01
524,-0.01
525,-2.55
526,-130.22
527,-290.11
528,-442.18
529,-553.01
530,-600.31
531,-575.25
532,-482.68
533,-339.07
534,-168.92
535,-0.01
536,-0.01
537,-0.01
538,-0.01
539,-0.01
540,-0.01
541,-0.01
542,-44.72
543,-137.94
544,-190.84
545,-187.96
546,-123.02
547,-0.01
548,-0.01
549,-0.01
550,-0.01
551,-0.01
552,-0.01
553,-0.01
554,-0.01
555,-0.01
556,-0.01
557,-0.01
558,-0.01
559,-0.01
560,-139.35
561,-223.72
562,-247.18
563,-213.74
564,-136.50
565,-35.39
566,-0.01
567,-0.01
568,-0.01
569,-0.01
570,-0.01
571,-0.01
572,-133.80
573,-270.37
574,-384.97
575,-455.79
576,-468.34
577,-418.84
578,-316.09
579,-181.28
580,-45.70
581,-0.01
582,-0.01
583,-0.01
584,-202.13
585,-528.08
586,-957.98
587,-1450.84
588,-1947.16
589,-2374.47
590,-2655.25
591,-2716.55
592,-2500.02
593,-1971.26
594,-1127.13
595,-0.01
596,-0.01
597,-0.01
598,-0.01
599,-0.01
600,-0.01
601,-0.01
602,-0.01
603,-0.01
604,-0.01
605,-0.01
606,-0.01
607,-0.01
608,-2380.10
609,-4694.83
610,-6757.49
611,-8397.42
612,-9475.55
613,-9896.94
614,-9619.34
615,-8656.85
616,-7078.43
617,-5001.61
618,-2582.04
619,-0.01
620,-0.01
621,-0.01
622,-0.01
623,-0.01
624,-0.01
625,-0.01
626,-0.01
627,-0.01
628,-0.01
629,-0.01
630,-0.01
631,-0.01
632,-2263.54
633,-4342.17
634,-6106.49
635,-7448.79
636,-8288.33
637,-8575.03
638,-8291.66
639,-7454.68
640,-6113.56
641,-4348.65
642,-2267.57
643,-0.01
644,-0.01
645,-0.01
646,-0.01
647,-0.01
648,-0.01
649,-0.01
650,-0.01
651,-0.01
652,-0.01
653,-0.01
654,-0.01
655,-0.01
656,-2580.01
657,-4994.53
658,-7063.65
659,-8632.58
660,-9585.10
661,-9853.83
662,-9426.37
663,-8346.50
664,-6710.35
665,-4657.61
666,-2358.86
667,-0.01
668,-0.01
669,-0.01
670,-0.01
671,-0.01
672,-0.01
673,-0.01
674,-0.01
675,-0.01
676,-0.01
677,-0.01
678,-0.01
679,-0.01
680,-1091.10
681,-1901.80
682,-2402.38
683,-2598.09
684,-2524.77
685,-2241.42
686,-1820.89
687,-1339.83
688,-869.26
689,-466.74
690,-171.10
691,-0.01
692,-0.01
693,-2.41
694,-123.09
695,-274.19
696,-417.87
697,-522.55
698,-567.18
699,-543.45
700,-455.95
701,-320.26
702,-159.53
703,-0.01
704,-0.01
705,-0.01
706,-0.01
707,-0.01
708,-0.01
709,-0.01
710,-42.20
711,-130.15
712,-180.04
713,-177.30
714,-116.03
715,-0.01
716,-0.01
717,-0.01
718,-0.01
719,-0.01
720,-0.01
721,-0.01
722,-0.01
723,-0.01
724,-0.01
725,-0.01
726,-0.01
727,-0.01
728,-131.24
729,-210.67
730,-232.74
731,-201.23
732,-128.50
733,-33.31
734,-0.01
735,-0.01
736,-0.01
737,-0.01
738,-0.01
739,-0.01
740,-125.85
741,-254.28
742,-362.01
743,-428.56
744,-440.31
745,-393.73
746,-297.11
747,-170.38
748,-42.94
749,-0.01
750,-0.01
751,-0.01
752,-189.86
753,-495.99
754,-899.67
755,-1362.37
756,-1828.22
757,-2229.18
758,-2492.51
759,-2549.77
760,-2346.27
761,-1849.83
762,-1057.59
763,-0.01
764,-0.01
765,-0.01
766,-0.01
767,-0.01
768,-0.01
769,-0.01
770,-0.01
771,-0.01
772,-0.01
773,-0.01
774,-0.01
775,-0.01
776,-2229.76
777,-4397.79
778,-6329.23
779,-7864.35
780,-8873.04
781,-9266.60
782,-9005.67
783,-8103.67
784,-6625.36
785,-4680.95
786,-2416.23
787,-0.01
788,-0.01
789,-0.01
790,-0.01
791,-0.01
792,-0.01
793,-0.01
794,-0.01
795,-0.01
796,-0.01
797,-0.01
798,-0.01
799,-0.01
800,-2114.82
801,-4056.42
802,-5703.97
803,-6957.00
804,-7740.23
805,-8007.05
806,-7741.56
807,-6959.31
808,-5706.65
809,-4058.74
810,-2116.16
811,-0.01
812,-0.01
813,-0.01
814,-0.01
815,-0.01
816,-0.01
817,-0.01
818,-0.01
819,-0.01
820,-0.01
821,-0.01
822,-0.01
823,-0.01
824,-2403.84
825,-4652.95
826,-6579.79
827,-8040.31
828,-8926.44
829,-9175.63
830,-8776.56
831,-7770.23
832,-6246.31
833,-4335.01
834,-2195.22
835,-0.01
836,-0.01
837,-0.01
838,-0.01
839,-0.01
840,-0.01
841,-0.01
842,-0.01
843,-0.01
844,-0.01
845,-0.01
846,-0.01
847,-0.01
848,-1013.73
849,-1766.74
850,-2231.50
851,-2413.00
852,-2344.62
853,-2081.24
854,-1690.57
855,-1243.79
856,-806.85
857,-433.18
858,-158.78
859,-0.01
860,-0.01
861,-2.23
862,-114.17
863,-254.29
864,-387.50
865,-484.51
866,-525.83
867,-503.76
868,-422.60
869,-296.80
870,-147.82
871,-0.01
872,-0.01
873,-0.01
874,-0.01
875,-0.01
876,-0.01
877,-0.01
878,-39.06
879,-120.47
880,-166.63
881,-164.08
882,-107.36
883,-0.01
884,-0.01
885,-0.01
886,-0.01
887,-0.01
888,-0.01
889,-0.01
890,-0.01
891,-0.01
892,-0.01
893,-0.01
894,-0.01
895,-0.01
896,-121.23
897,-194.57
898,-214.93
899,-185.81
900,-118.64
901,-30.75
902,-0.01
903,-0.01
904,-0.01
905,-0.01
906,-0.01
907,-0.01
908,-116.07
909,-234.49
910,-333.80
911,-395.11
912,-405.90
913,-362.92
914,-273.82
915,-157.00
916,-39.57
917,-0.01
918,-0.01
919,-0.01
920,-174.85
921,-456.71
922,-828.30
923,-1254.14
924,-1682.78
925,-2051.57
926,-2293.63
927,-2346.02
928,-2158.51
929,-1701.57
930,-972.70
931,-0.01
932,-0.01
933,-0.01
934,-0.01
935,-0.01
936,-0.01
937,-0.01
938,-0.01
939,-0.01
940,-0.01
941,-0.01
942,-0.01
943,-0.01
944,-2047.08
945,-4036.97
946,-5809.19
947,-7217.23
948,-8141.85
949,-8501.87
950,-8261.39
951,-7432.96
952,-6076.21
953,-4292.40
954,-2215.38
955,-0.01
956,-0.01
957,-0.01
958,-0.01
959,-0.01
960,-0.01
961,-0.01
962,-0.01
963,-0.01
964,-0.01
965,-0.01
966,-0.01
967,-0.01
968,-1935.43
969,-3711.83
970,-5218.73
971,-6364.31
972,-7079.87
973,-7322.94
974,-7079.19
975,-6363.02
976,-5216.99
977,-3709.98
978,-1934.06
979,-0.01
980,-0.01
981,-0.01
982,-0.01
983,-0.01
984,-0.01
985,-0.01
986,-0.01
987,-0.01
988,-0.01
989,-0.01
990,-0.01
991,-0.01
992,-2192.80
993,-4243.88
994,-6000.50
995,-7331.44
996,-8138.32
997,-8364.36
998,-7999.47
999,-7081.26
1000,-5691.68
1001,-3949.55
1002,-1999.75
1003,-0.01
1004,-0.01
1005,-0.01
1006,-0.01
1007,-0.01
1008,-0.01
1009,-0.01
1010,-0.01
1011,-0.01
1012,-0.01
1013,-0.01
1014,-0.01
1015,-0.01
1016,-921.66
1017,-1606.05
1018,-2028.26
1019,-2192.92
1020,-2130.47
1021,-1890.88
1022,-1535.72
1023,-1129.71
1024,-732.74
1025,-393.33
1026,-144.15
1027,-0.01
1028,-0.01
1029,-2.03
1030,-103.60
1031,-230.71
1032,-351.50
1033,-439.45
1034,-476.85
1035,-456.78
1036,-383.13
1037,-269.04
1038,-133.98
1039,-0.01
1040,-0.01
1041,-0.01
1042,-0.01
1043,-0.01
1044,-0.01
1045,-0.01
1046,-35.36
1047,-109.04
1048,-150.81
1049,-148.47
1050,-97.14
1051,-0.01
1052,-0.01
1053,-0.01
1054,-0.01
1055,-0.01
1056,-0.01
1057,-0.01
1058,-0.01
1059,-0.01
1060,-0.01
1061,-0.01
1062,-0.01
1063,-0.01
1064,-109.45
1065,-175.65
1066,-194.00
1067,-167.69
1068,-107.05
1069,-27.75
1070,-0.01
1071,-0.01
1072,-0.01
1073,-0.01
1074,-0.01
1075,-0.01
1076,-104.61
1077,-211.31
1078,-300.75
1079,-355.94
1080,-365.60
1081,-326.84
1082,-246.56
1083,-141.35
1084,-35.62
1085,-0.01
1086,-0.01
1087,-0.01
1088,-157.30
1089,-410.80
1090,-744.93
1091,-1127.73
1092,-1512.92
1093,-1844.21
1094,-2061.48
1095,-2108.24
1096,-1939.44
1097,-1528.64
1098,-873.71
1099,-0.01
1100,-0.01
1101,-0.01
1102,-0.01
1103,-0.01
1104,-0.01
1105,-0.01
1106,-0.01
1107,-0.01
1108,-0.01
1109,-0.01
1110,-0.01
1111,-0.01
1112,-1834.72
1113,-3617.60
1114,-5204.89
1115,-6465.44
1116,-7292.59
1117,-7613.84
1118,-7397.30
1119,-6654.46
1120,-5438.94
1121,-3841.60
1122,-1982.39
1123,-0.01
1124,-0.01
1125,-0.01
1126,-0.01
1127,-0.01
1128,-0.01
1129,-0.01
1130,-0.01
1131,-0.01
1132,-0.01
1133,-0.01
1134,-0.01
1135,-0.01
1136,-1727.97
1137,-3313.42
1138,-4657.81
1139,-5679.33
1140,-6316.83
1141,-6532.64
1142,-6314.15
1143,-5674.44
1144,-4651.66
1145,-3307.41
1146,-1723.91
1147,-0.01
1148,-0.01
1149,-0.01
1150,-0.01
1151,-0.01
1152,-0.01
1153,-0.01
1154,-0.01
1155,-0.01
1156,-0.01
1157,-0.01
1158,-0.01
1159,-0.01
1160,-1949.97
1161,-3773.27
1162,-5334.20
1163,-6516.23
1164,-7232.17
1165,-7431.78
1166,-7106.36
1167,-6289.60
1168,-5054.50
1169,-3506.80
1170,-1775.28
1171,-0.01
1172,-0.01
1173,-0.01
1174,-0.01
1175,-0.01
1176,-0.01
1177,-0.01
1178,-0.01
1179,-0.01
1180,-0.01
1181,-0.01
1182,-0.01
1183,-0.01
1184,-816.22
1185,-1422.07
1186,-1795.60
1187,-1941.03
1188,-1885.43
1189,-1673.10
1190,-1358.61
1191,-999.24
1192,-648.00
1193,-347.79
1194,-127.44
1195,-0.01
1196,-0.01
1197,-1.79
1198,-91.52
1199,-203.77
1200,-310.41
1201,-388.01
1202,-420.95
1203,-403.16
1204,-338.10
1205,-237.38
1206,-118.19
1207,-0.01
1208,-0.01
1209,-0.01
1210,-0.01
1211,-0.01
1212,-0.01
1213,-0.01
1214,-31.15
1215,-96.04
1216,-132.79
1217,-130.71
1218,-85.50
1219,-0.01
1220,-0.01
1221,-0.01
1222,-0.01
1223,-0.01
1224,-0.01
1225,-0.01
1226,-0.01
1227,-0.01
1228,-0.01
1229,-0.01
1230,-0.01
1231,-0.01
1232,-96.09
1233,-154.18
1234,-170.26
1235,-147.14
1236,-93.92
1237,-24.34
1238,-0.01
1239,-0.01
1240,-0.01
1241,-0.01
1242,-0.01
1243,-0.01
1244,-91.64
1245,-185.06
1246,-263.34
1247,-311.61
1248,-320.00
1249,-286.02
1250,-215.73
1251,-123.65
1252,-31.15
1253,-0.01
1254,-0.01
1255,-0.01
1256,-137.47
1257,-358.93
1258,-650.75
1259,-984.96
1260,-1321.13
1261,-1610.10
1262,-1799.44
1263,-1839.89
1264,-1692.24
1265,-1333.54
1266,-762.05
1267,-0.01
1268,-0.01
1269,-0.01
1270,-0.01
1271,-0.01
1272,-0.01
1273,-0.01
1274,-0.01
1275,-0.01
1276,-0.01
1277,-0.01
1278,-0.01
1279,-0.01
1280,-1595.75
1281,-3145.77
1282,-4525.11
1283,-5619.88
1284,-6337.56
1285,-6615.39
1286,-6425.93
1287,-5779.45
1288,-4722.79
1289,-3335.09
1290,-1720.66
1291,-0.01
1292,-0.01
1293,-0.01
1294,-0.01
1295,-0.01
1296,-0.01
1297,-0.01
1298,-0.01
1299,-0.01
1300,-0.01
1301,-0.01
1302,-0.01
1303,-0.01
1304,-1495.45
1305,-2866.95
1306,-4029.34
1307,-4911.98
1308,-5462.19
1309,-5647.59
1310,-5457.54
1311,-4903.57
1312,-4018.87
1313,-2856.87
1314,-1488.76
1315,-0.01
1316,-0.01
1317,-0.01
1318,-0.01
1319,-0.01
1320,-0.01
1321,-0.01
1322,-0.01
1323,-0.01
1324,-0.01
1325,-0.01
1326,-0.01
1327,-0.01
1328,-1678.86
1329,-3247.94
1330,-4590.53
1331,-5606.53
1332,-6221.14
1333,-6391.42
1334,-6110.20
1335,-5406.72
1336,-4344.03
1337,-3013.20
1338,-1525.05
1339,-0.01
1340,-0.01
1341,-0.01
1342,-0.01
1343,-0.01
1344,-0.01
1345,-0.01
1346,-0.01
1347,-0.01
1348,-0.01
1349,-0.01
1350,-0.01
1351,-0.01
1352,-698.95
1353,-1217.47
1354,-1536.90
1355,-1660.99
1356,-1613.04
1357,-1431.06
1358,-1161.79
1359,-854.28
1360,-553.87
1361,-297.20
1362,-108.88
1363,-0.01
1364,-0.01
1365,-1.53
1366,-78.12
1367,-173.89
1368,-264.82
1369,-330.94
1370,-358.96
1371,-343.70
1372,-288.17
1373,-202.27
1374,-100.69
1375,-0.01
1376,-0.01
1377,-0.01
1378,-0.01
1379,-0.01
1380,-0.01
1381,-0.01
1382,-26.49
1383,-81.64
1384,-112.85
1385,-111.06
1386,-72.63
1387,-0.01
1388,-0.01
1389,-0.01
1390,-0.01
1391,-0.01
1392,-0.01
1393,-0.01
1394,-0.01
1395,-0.01
1396,-0.01
1397,-0.01
1398,-0.01
1399,-0.01
1400,-81.34
1401,-130.48
1402,-144.04
1403,-124.45
1404,-79.42
1405,-20.58
1406,-0.01
1407,-0.01
1408,-0.01
1409,-0.01
1410,-0.01
1411,-0.01
1412,-77.33
1413,-156.13
1414,-222.11
1415,-262.75
1416,-269.76
1417,-241.05
1418,-181.76
1419,-104.15
1420,-26.24
1421,-0.01
1422,-0.01
1423,-0.01
1424,-115.64
1425,-301.86
1426,-547.13
1427,-827.91
1428,-1110.17
1429,-1352.64
1430,-1511.30
1431,-1544.86
1432,-1420.50
1433,-1119.10
1434,-639.33
1435,-0.01
1436,-0.01
1437,-0.01
1438,-0.01
1439,-0.01
1440,-0.01
1441,-0.01
1442,-0.01
1443,-0.01
1444,-0.01
1445,-0.01
1446,-0.01
1447,-0.01
1448,-1333.63
1449,-2628.32
1450,-3779.71
1451,-4692.82
1452,-5290.63
1453,-5521.00
1454,-5361.37
1455,-4820.62
1456,-3938.15
1457,-2780.21
1458,-1433.98
1459,-0.01
1460,-0.01
1461,-0.01
1462,-0.01
1463,-0.01
1464,-0.01
1465,-0.01
1466,-0.01
1467,-0.01
1468,-0.01
1469,-0.01
1470,-0.01
1471,-0.01
1472,-1241.24
1473,-2378.90
1474,-3342.43
1475,-4073.40
1476,-4528.33
1477,-4680.64
1478,-4521.78
1479,-4061.58
1480,-3327.80
1481,-2364.91
1482,-1232.02
1483,-0.01
1484,-0.01
1485,-0.01
1486,-0.01
1487,-0.01
1488,-0.01
1489,-0.01
1490,-0.01
1491,-0.01
1492,-0.01
1493,-0.01
1494,-0.01
1495,-0.01
1496,-1383.40
1497,-2675.50
1498,-3780.29
1499,-4615.52
1500,-5119.88
1501,-5258.37
1502,-5025.42
1503,-4445.43
1504,-3570.55
1505,-2475.90
1506,-1252.72
1507,-0.01
1508,-0.01
1509,-0.01
1510,-0.01
1511,-0.01
1512,-0.01
1513,-0.01
1514,-0.01
1515,-0.01
1516,-0.01
1517,-0.01
1518,-0.01
1519,-0.01
1520,-571.54
1521,-995.21
1522,-1255.91
1523,-1356.87
1524,-1317.26
1525,-1168.26
1526,-948.12
1527,-696.94
1528,-451.71
1529,-242.30
1530,-88.74
1531,-0.01
1532,-0.01
1533,-1.25
1534,-63.58
1535,-141.48
1536,-215.39
1537,-269.07
1538,-291.75
1539,-279.26
1540,-234.05
1541,-164.23
1542,-81.73
1543,-0.01
1544,-0.01
1545,-0.01
1546,-0.01
1547,-0.01
1548,-0.01
1549,-0.01
1550,-21.44
1551,-66.05
1552,-91.28
1553,-89.79
1554,-58.70
1555,-0.01
1556,-0.01
1557,-0.01
1558,-0.01
1559,-0.01
1560,-0.01
1561,-0.01
1562,-0.01
1563,-0.01
1564,-0.01
1565,-0.01
1566,-0.01
1567,-0.01
1568,-65.41
1569,-104.88
1570,-115.74
1571,-99.96
1572,-63.77
1573,-16.52
1574,-0.01
1575,-0.01
1576,-0.01
1577,-0.01
1578,-0.01
1579,-0.01
1580,-61.90
1581,-124.93
1582,-177.66
1583,-210.09
1584,-215.60
1585,-192.58
1586,-145.16
1587,-83.15
1588,-20.94
1589,-0.01
1590,-0.01
1591,-0.01
1592,-92.14
1593,-240.41
1594,-435.58
1595,-658.85
1596,-883.12
1597,-1075.57
1598,-1201.24
1599,-1227.42
1600,-1128.16
1601,-888.43
1602,-507.35
1603,-0.01
1604,-0.01
1605,-0.01
1606,-0.01
1607,-0.01
1608,-0.01
1609,-0.01
1610,-0.01
1611,-0.01
1612,-0.01
1613,-0.01
1614,-0.01
1615,-0.01
1616,-1052.18
1617,-2072.74
1618,-2979.49
1619,-3697.71
1620,-4166.96
1621,-4346.54
1622,-4219.06
1623,-3791.89
1624,-3096.40
1625,-2185.01
1626,-1126.50
1627,-0.01
1628,-0.01
1629,-0.01
1630,-0.01
1631,-0.01
1632,-0.01
1633,-0.01
1634,-0.01
1635,-0.01
1636,-0.01
1637,-0.01
1638,-0.01
1639,-0.01
1640,-969.04
1641,-1856.36
1642,-2607.05
1643,-3175.74
1644,-3528.80
1645,-3645.81
1646,-3520.45
1647,-3160.69
1648,-2588.47
1649,-1838.64
1650,-957.41
1651,-0.01
1652,-0.01
1653,-0.01
1654,-0.01
1655,-0.01
1656,-0.01
1657,-0.01
1658,-0.01
1659,-0.01
1660,-0.01
1661,-0.01
1662,-0.01
1663,-0.01
1664,-1067.87
1665,-2064.27
1666,-2915.22
1667,-3557.57
1668,-3944.38
1669,-4049.06
1670,-3867.76
1671,-3419.67
1672,-2745.29
1673,-1902.69
1674,-962.21
1675,-0.01
1676,-0.01
1677,-0.01
1678,-0.01
1679,-0.01
1680,-0.01
1681,-0.01
1682,-0.01
1683,-0.01
1684,-0.01
1685,-0.01
1686,-0.01
1687,-0.01
1688,-435.84
1689,-758.52
1690,-956.71
1691,-1033.07
1692,-1002.37
1693,-888.51
1694,-720.70
1695,-529.49
1696,-342.99
1697,-183.88
1698,-67.31
1699,-0.01
1700,-0.01
1701,-0.95
1702,-48.12
1703,-107.02
1704,-162.84
1705,-203.31
1706,-220.32
1707,-210.77
1708,-176.55
1709,-123.81
1710,-61.58
1711,-0.01
1712,-0.01
1713,-0.01
1714,-0.01
1715,-0.01
1716,-0.01
1717,-0.01
1718,-16.08
1719,-49.51
1720,-68.38
1721,-67.23
1722,-43.93
1723,-0.01
1724,-0.01
1725,-0.01
1726,-0.01
1727,-0.01
1728,-0.01
1729,-0.01
1730,-0.01
1731,-0.01
1732,-0.01
1733,-0.01
1734,-0.01
1735,-0.01
1736,-48.53
1737,-77.77
1738,-85.76
1739,-74.03
1740,-47.19
1741,-12.22
1742,-0.01
1743,-0.01
1744,-0.01
1745,-0.01
1746,-0.01
1747,-0.01
1748,-45.58
1749,-91.92
1750,-130.63
1751,-154.37
1752,-158.32
1753,-141.33
1754,-106.46
1755,-60.94
1756,-15.34
1757,-0.01
1758,-0.01
1759,-0.01
1760,-67.30
1761,-175.48
1762,-317.71
1763,-480.23
1764,-643.26
1765,-782.89
1766,-873.76
1767,-892.18
1768,-819.46
1769,-644.87
1770,-368.00
1771,-0.01
1772,-0.01
1773,-0.01
1774,-0.01
1775,-0.01
1776,-0.01
1777,-0.01
1778,-0.01
1779,-0.01
1780,-0.01
1781,-0.01
1782,-0.01
1783,-0.01
1784,-755.46
1785,-1487.11
1786,-2136.06
1787,-2648.96
1788,-2982.87
1789,-3109.05
1790,-3015.55
1791,-2708.16
1792,-2209.74
1793,-1558.12
1794,-802.68
1795,-0.01
1796,-0.01
1797,-0.01
1798,-0.01
1799,-0.01
1800,-0.01
1801,-0.01
1802,-0.01
1803,-0.01
1804,-0.01
1805,-0.01
1806,-0.01
1807,-0.01
1808,-682.77
1809,-1306.89
1810,-1833.86
1811,-2232.02
1812,-2478.09
