Hour, Load
199,-0.01
200,-0.01
201,-0.01
202,-0.01
203,-0.01
204,-0.01
205,-0.01
206,-19.12
207,-58.98
208,-81.61
209,-80.40
210,-52.63
211,-0.01
212,-0.01
213,-0.01
214,-0.01
215,-0.01
216,-0.01
217,-0.01
218,-0.01
219,-0.01
220,-0.01
221,-0.01
222,-0.01
223,-0.01
224,-59.77
225,-95.98
226,-106.06
227,-91.73
228,-58.60
229,-15.20
230,-0.01
231,-0.01
232,-0.01
233,-0.01
234,-0.01
235,-0.01
236,-57.53
237,-116.26
238,-165.56
239,-196.05
240,-201.49
241,-180.23
242,-136.04
243,-78.04
244,-19.68
245,-0.01
246,-0.01
247,-0.01
248,-87.09
249,-227.58
250,-412.92
251,-625.48
252,-839.61
253,-1024.05
254,-1145.36
255,-1172.03
256,-1078.82
257,-850.81
258,-486.57
259,-0.01
260,-0.01
261,-0.01
262,-0.01
263,-0.01
264,-0.01
265,-0.01
266,-0.01
267,-0.01
268,-0.01
269,-0.01
270,-0.01
271,-0.01
272,-1030.22
273,-2032.54
274,-2926.09
275,-3636.90
276,-4104.63
277,-4287.99
278,-4168.53
279,-3752.16
280,-3068.61
281,-2168.70
282,-1119.79
283,-0.01
284,-0.01
285,-0.01
286,-0.01
287,-0.01
288,-0.01
289,-0.01
290,-0.01
291,-0.01
292,-0.01
293,-0.01
294,-0.01
295,-0.01
296,-984.33
297,-1888.62
298,-2656.52
299,-3241.10
300,-3607.10
301,-3732.60
302,-3609.96
303,-3246.20
304,-2662.71
305,-1894.39
306,-988.01
307,-0.01
308,-0.01
309,-0.01
310,-0.01
311,-0.01
312,-0.01
313,-0.01
314,-0.01
315,-0.01
316,-0.01
317,-0.01
318,-0.01
319,-0.01
320,-1127.24
321,-2182.60
322,-3087.41
323,-3773.91
324,-4191.16
325,-4309.51
326,-4123.38
327,-3651.73
328,-2936.47
329,-2038.59
330,-1032.66
331,-0.01
332,-0.01
333,-0.01
334,-0.01
335,-0.01
336,-0.01
337,-0.01
338,-0.01
339,-0.01
340,-0.01
341,-0.01
342,-0.01
343,-0.01
344,-478.99
345,-835.06
346,-1055.07
347,-1141.24
348,-1109.26
349,-984.97
350,-800.33
351,-589.01
352,-382.22
353,-205.27
354,-75.27
355,-0.01
356,-0.01
357,-1.07
358,-54.19
359,-120.74
360,-184.04
361,-230.19
362,-249.90
363,-239.49
364,-200.97
365,-141.19
366,-70.35
367,-0.01
368,-0.01
369,-0.01
370,-0.01
371,-0.01
372,-0.01
373,-0.01
374,-18.64
375,-57.50
376,-79.55
377,-78.36
378,-51.29
379,-0.01
380,-0.01
381,-0.01
382,-0.01
383,-0.01
384,-0.01
385,-0.01
386,-0.01
387,-0.01
388,-0.01
389,-0.01
390,-0.01
391,-0.01
392,-58.18
393,-93.41
394,-103.22
395,-89.26
396,-57.02
397,-14.79
398,-0.01
399,-0.01
400,-0.01
401,-0.01
402,-0.01
403,-0.01
404,-55.93
405,-113.03
406,-160.94
407,-190.57
408,-195.83
409,-175.16
410,-132.20
411,-75.83
412,-19.12
413,-0.01
414,-0.01
415,-0.01
416,-84.59
417,-221.01
418,-400.97
419,-607.31
420,-815.15
421,-994.13
422,-1111.80
423,-1137.58
424,-1047.01
425,-825.64
426,-472.14
427,-0.01
428,-0.01
429,-0.01
430,-0.01
431,-0.01
432,-0.01
433,-0.01
434,-0.01
435,-0.01
436,-0.01
437,-0.01
438,-0.01
439,-0.01
440,-998.37
441,-1969.52
442,-2835.10
443,-3523.49
444,-3976.26
445,-4153.51
446,-4037.41
447,-3633.80
448,-2971.54
449,-2099.90
450,-1084.17
451,-0.01
452,-0.01
453,-0.01
454,-0.01
455,-0.01
456,-0.01
457,-0.01
458,-0.01
459,-0.01
460,-0.01
461,-0.01
462,-0.01
463,-0.01
464,-951.78
465,-1825.99
466,-2568.18
467,-3133.03
468,-3486.50
469,-3607.47
470,-3488.61
471,-3136.78
472,-2572.73
473,-1830.20
474,-954.44
475,-0.01
476,-0.01
477,-0.01
478,-0.01
479,-0.01
480,-0.01
481,-0.01
482,-0.01
483,-0.01
484,-0.01
485,-0.01
486,-0.01
487,-0.01
488,-1087.51
489,-2105.48
490,-2978.03
491,-3639.87
492,-4041.91
493,-4155.66
494,-3975.79
495,-3520.70
496,-2830.84
497,-1965.07
498,-995.32
499,-0.01
500,-0.01
501,-0.01
502,-0.01
503,-0.01
504,-0.01
505,-0.01
506,-0.01
507,-0.01
508,-0.01
509,-0.01
510,-0.01
511,-0.01
512,-461.06
513,-803.72
514,-1015.38
515,-1098.21
516,-1067.32
517,-947.64
518,-769.93
519,-566.58
520,-367.63
521,-197.42
522,-72.38
523,-0.01
524,-0.01
525,-1.02
526,-52.10
527,-116.05
528,-176.88
529,-221.21
530,-240.13
531,-230.11
532,-193.08
533,-135.64
534,-67.57
535,-0.01
536,-0.01
537,-0.01
538,-0.01
539,-0.01
540,-0.01
541,-0.01
542,-17.89
543,-55.18
544,-76.34
545,-75.19
546,-49.21
547,-0.01
548,-0.01
549,-0.01
550,-0.01
551,-0.01
552,-0.01
553,-0.01
554,-0.01
555,-0.01
556,-0.01
557,-0.01
558,-0.01
559,-0.01
560,-55.75
561,-89.49
562,-98.88
563,-85.50
564,-54.61
565,-14.16
566,-0.01
567,-0.01
568,-0.01
569,-0.01
570,-0.01
571,-0.01
572,-53.53
573,-108.15
574,-153.99
575,-182.32
576,-187.34
577,-167.54
578,-126.44
579,-72.52
580,-18.28
581,-0.01
582,-0.01
583,-0.01
584,-80.86
585,-211.24
586,-383.20
587,-580.34
588,-778.87
589,-949.79
590,-1062.11
591,-1086.62
592,-1000.01
593,-788.51
594,-450.86
595,-0.01
596,-0.01
597,-0.01
598,-0.01
599,-0.01
600,-0.01
601,-0.01
602,-0.01
603,-0.01
604,-0.01
605,-0.01
606,-0.01
607,-0.01
608,-952.05
609,-1877.94
610,-2703.00
611,-3358.97
612,-3790.23
613,-3958.78
614,-3847.74
615,-3462.75
616,-2831.38
617,-2000.65
618,-1032.82
619,-0.01
620,-0.01
621,-0.01
622,-0.01
623,-0.01
624,-0.01
625,-0.01
626,-0.01
627,-0.01
628,-0.01
629,-0.01
630,-0.01
631,-0.01
632,-905.42
633,-1736.87
634,-2442.60
635,-2979.52
636,-3315.34
637,-3430.02
638,-3316.67
639,-2981.88
640,-2445.43
641,-1739.47
642,-907.03
643,-0.01
644,-0.01
645,-0.01
646,-0.01
647,-0.01
648,-0.01
649,-0.01
650,-0.01
651,-0.01
652,-0.01
653,-0.01
654,-0.01
655,-0.01
656,-1032.01
657,-1997.82
658,-2825.47
659,-3453.04
660,-3834.05
661,-3941.54
662,-3770.55
663,-3338.61
664,-2684.15
665,-1863.05
666,-943.55
667,-0.01
668,-0.01
669,-0.01
670,-0.01
671,-0.01
672,-0.01
673,-0.01
674,-0.01
675,-0.01
676,-0.01
677,-0.01
678,-0.01
679,-0.01
680,-436.45
681,-760.73
682,-960.96
683,-1039.24
684,-1009.91
685,-896.57
686,-728.36
687,-535.94
688,-347.71
689,-186.70
690,-68.45
691,-0.01
692,-0.01
693,-0.97
694,-49.24
695,-109.68
696,-167.15
697,-209.03
698,-226.88
699,-217.39
700,-182.38
701,-128.11
702,-63.82
703,-0.01
704,-0.01
705,-0.01
706,-0.01
707,-0.01
708,-0.01
709,-0.01
710,-16.88
711,-52.07
712,-72.02
713,-70.93
714,-46.42
715,-0.01
716,-0.01
717,-0.01
718,-0.01
719,-0.01
720,-0.01
721,-0.01
722,-0.01
723,-0.01
724,-0.01
725,-0.01
726,-0.01
727,-0.01
728,-52.50
729,-84.28
730,-93.10
731,-80.50
732,-51.41
733,-13.33
734,-0.01
735,-0.01
736,-0.01
737,-0.01
738,-0.01
739,-0.01
740,-50.35
741,-101.72
742,-144.81
743,-171.43
744,-176.13
745,-157.50
746,-118.85
747,-68.16
748,-17.18
749,-0.01
750,-0.01
751,-0.01
752,-75.95
753,-198.40
754,-359.87
755,-544.95
756,-731.30
757,-891.68
758,-997.01
759,-1019.91
760,-938.52
761,-739.94
762,-423.04
763,-0.01
764,-0.01
765,-0.01
766,-0.01
767,-0.01
768,-0.01
769,-0.01
770,-0.01
771,-0.01
772,-0.01
773,-0.01
774,-0.01
775,-0.01
776,-891.91
777,-1759.12
778,-2531.70
779,-3145.75
780,-3549.22
781,-3706.64
782,-3602.27
783,-3241.47
784,-2650.15
785,-1872.38
786,-966.50
787,-0.01
788,-0.01
789,-0.01
790,-0.01
791,-0.01
792,-0.01
793,-0.01
794,-0.01
795,-0.01
796,-0.01
797,-0.01
798,-0.01
799,-0.01
800,-845.93
801,-1622.57
802,-2281.59
803,-2782.80
804,-3096.10
805,-3202.83
806,-3096.63
807,-2783.73
808,-2282.67
809,-1623.50
810,-846.47
811,-0.01
812,-0.01
813,-0.01
814,-0.01
815,-0.01
816,-0.01
817,-0.01
818,-0.01
819,-0.01
820,-0.01
821,-0.01
822,-0.01
823,-0.01
824,-961.54
825,-1861.18
826,-2631.92
827,-3216.13
828,-3570.58
829,-3670.26
830,-3510.63
831,-3108.10
832,-2498.53
833,-1734.01
834,-878.10
835,-0.01
836,-0.01
837,-0.01
838,-0.01
839,-0.01
840,-0.01
841,-0.01
842,-0.01
843,-0.01
844,-0.01
845,-0.01
846,-0.01
847,-0.01
848,-405.50
849,-706.70
850,-892.61
851,-965.21
852,-937.85
853,-832.50
854,-676.23
855,-497.52
856,-322.75
857,-173.28
858,-63.52
859,-0.01
860,-0.01
861,-0.90
862,-45.67
863,-101.72
864,-155.00
865,-193.81
866,-210.34
867,-201.51
868,-169.05
869,-118.73
870,-59.14
871,-0.01
872,-0.01
873,-0.01
874,-0.01
875,-0.01
876,-0.01
877,-0.01
878,-15.63
879,-48.19
880,-66.66
881,-65.64
882,-42.95
883,-0.01
884,-0.01
885,-0.01
886,-0.01
887,-0.01
888,-0.01
889,-0.01
890,-0.01
891,-0.01
892,-0.01
893,-0.01
894,-0.01
895,-0.01
896,-48.50
897,-77.84
898,-85.98
899,-74.33
900,-47.46
901,-12.31
902,-0.01
903,-0.01
904,-0.01
905,-0.01
906,-0.01
907,-0.01
908,-46.44
909,-93.80
910,-133.53
911,-158.05
912,-162.37
913,-145.17
914,-109.54
915,-62.81
916,-15.83
917,-0.01
918,-0.01
919,-0.01
920,-69.95
921,-182.69
922,-331.33
923,-501.66
924,-673.12
925,-820.64
926,-917.46
927,-938.41
928,-863.41
929,-680.63
930,-389.09
931,-0.01
932,-0.01
933,-0.01
934,-0.01
935,-0.01
936,-0.01
937,-0.01
938,-0.01
939,-0.01
940,-0.01
941,-0.01
942,-0.01
943,-0.01
944,-818.84
945,-1614.79
946,-2323.68
947,-2886.90
948,-3256.75
949,-3400.75
950,-3304.56
951,-2973.19
952,-2430.49
953,-1716.97
954,-886.16
955,-0.01
956,-0.01
957,-0.01
958,-0.01
959,-0.01
960,-0.01
961,-0.01
962,-0.01
963,-0.01
964,-0.01
965,-0.01
966,-0.01
967,-0.01
968,-774.18
969,-1484.74
970,-2087.50
971,-2545.73
972,-2831.95
973,-2929.18
974,-2831.68
975,-2545.21
976,-2086.80
977,-1484.00
978,-773.63
979,-0.01
980,-0.01
981,-0.01
982,-0.01
983,-0.01
984,-0.01
985,-0.01
986,-0.01
987,-0.01
988,-0.01
989,-0.01
990,-0.01
991,-0.01
992,-877.13
993,-1697.56
994,-2400.21
995,-2932.58
996,-3255.33
997,-3345.75
998,-3199.79
999,-2832.51
1000,-2276.68
1001,-1579.83
1002,-799.91
1003,-0.01
1004,-0.01
1005,-0.01
1006,-0.01
1007,-0.01
1008,-0.01
1009,-0.01
1010,-0.01
1011,-0.01
1012,-0.01
1013,-0.01
1014,-0.01
1015,-0.01
1016,-368.67
1017,-642.43
1018,-811.31
1019,-877.17
1020,-852.20
1021,-756.36
1022,-614.29
1023,-451.89
1024,-293.10
1025,-157.34
1026,-57.67
1027,-0.01
1028,-0.01
1029,-0.82
1030,-41.44
1031,-92.29
1032,-140.61
1033,-175.78
1034,-190.75
1035,-182.72
1036,-153.26
1037,-107.62
1038,-53.60
1039,-0.01
1040,-0.01
1041,-0.01
1042,-0.01
1043,-0.01
1044,-0.01
1045,-0.01
1046,-14.15
1047,-43.62
1048,-60.33
1049,-59.39
1050,-38.86
1051,-0.01
1052,-0.01
1053,-0.01
1054,-0.01
1055,-0.01
1056,-0.01
1057,-0.01
1058,-0.01
1059,-0.01
1060,-0.01
1061,-0.01
1062,-0.01
1063,-0.01
1064,-43.79
1065,-70.27
1066,-77.61
1067,-67.08
1068,-42.83
1069,-11.10
1070,-0.01
1071,-0.01
1072,-0.01
1073,-0.01
1074,-0.01
1075,-0.01
1076,-41.85
1077,-84.53
1078,-120.31
1079,-142.38
1080,-146.25
1081,-130.74
1082,-98.63
1083,-56.55
1084,-14.25
1085,-0.01
1086,-0.01
1087,-0.01
1088,-62.93
1089,-164.33
1090,-297.98
1091,-451.10
1092,-605.18
1093,-737.69
1094,-824.60
1095,-843.30
1096,-775.78
1097,-611.46
1098,-349.49
1099,-0.01
1100,-0.01
1101,-0.01
1102,-0.01
1103,-0.01
1104,-0.01
1105,-0.01
1106,-0.01
1107,-0.01
1108,-0.01
1109,-0.01
1110,-0.01
1111,-0.01
1112,-733.89
1113,-1447.05
1114,-2081.96
1115,-2586.18
1116,-2917.04
1117,-3045.54
1118,-2958.93
1119,-2661.79
1120,-2175.58
1121,-1536.65
1122,-792.96
1123,-0.01
1124,-0.01
1125,-0.01
1126,-0.01
1127,-0.01
1128,-0.01
1129,-0.01
1130,-0.01
1131,-0.01
1132,-0.01
1133,-0.01
1134,-0.01
1135,-0.01
1136,-691.19
1137,-1325.37
1138,-1863.13
1139,-2271.74
1140,-2526.74
1141,-2613.06
1142,-2525.67
1143,-2269.78
1144,-1860.67
1145,-1322.97
1146,-689.57
1147,-0.01
1148,-0.01
1149,-0.01
1150,-0.01
1151,-0.01
1152,-0.01
1153,-0.01
1154,-0.01
1155,-0.01
1156,-0.01
1157,-0.01
1158,-0.01
1159,-0.01
1160,-779.99
1161,-1509.31
1162,-2133.68
1163,-2606.50
1164,-2892.87
1165,-2972.72
1166,-2842.55
1167,-2515.84
1168,-2021.81
1169,-1402.73
1170,-710.12
1171,-0.01
1172,-0.01
1173,-0.01
1174,-0.01
1175,-0.01
1176,-0.01
1177,-0.01
1178,-0.01
1179,-0.01
1180,-0.01
1181,-0.01
1182,-0.01
1183,-0.01
1184,-326.50
1185,-568.84
1186,-718.25
1187,-776.42
1188,-754.18
1189,-669.25
1190,-543.45
1191,-399.70
1192,-259.21
1193,-139.12
1194,-50.98
1195,-0.01
1196,-0.01
1197,-0.72
1198,-36.61
1199,-81.52
1200,-124.17
1201,-155.21
1202,-168.39
1203,-161.27
1204,-135.25
1205,-94.96
1206,-47.28
1207,-0.01
1208,-0.01
1209,-0.01
1210,-0.01
1211,-0.01
1212,-0.01
1213,-0.01
1214,-12.47
1215,-38.42
1216,-53.12
1217,-52.29
1218,-34.21
1219,-0.01
1220,-0.01
1221,-0.01
1222,-0.01
1223,-0.01
1224,-0.01
1225,-0.01
1226,-0.01
1227,-0.01
1228,-0.01
1229,-0.01
1230,-0.01
1231,-0.01
1232,-38.44
1233,-61.68
1234,-68.11
1235,-58.86
1236,-37.57
1237,-9.74
1238,-0.01
1239,-0.01
1240,-0.01
1241,-0.01
1242,-0.01
1243,-0.01
1244,-36.66
1245,-74.03
1246,-105.34
1247,-124.65
1248,-128.01
1249,-114.41
1250,-86.30
1251,-49.47
1252,-12.47
1253,-0.01
1254,-0.01
1255,-0.01
1256,-54.99
1257,-143.58
1258,-260.31
1259,-393.99
1260,-528.46
1261,-644.05
1262,-719.78
1263,-735.96
1264,-676.90
1265,-533.42
1266,-304.82
1267,-0.01
1268,-0.01
1269,-0.01
1270,-0.01
1271,-0.01
1272,-0.01
1273,-0.01
1274,-0.01
1275,-0.01
1276,-0.01
1277,-0.01
1278,-0.01
1279,-0.01
1280,-638.30
1281,-1258.31
1282,-1810.05
1283,-2247.96
1284,-2535.03
1285,-2646.16
1286,-2570.38
1287,-2311.79
1288,-1889.12
1289,-1334.04
1290,-688.27
1291,-0.01
1292,-0.01
1293,-0.01
1294,-0.01
1295,-0.01
1296,-0.01
1297,-0.01
1298,-0.01
1299,-0.01
1300,-0.01
1301,-0.01
1302,-0.01
1303,-0.01
1304,-598.19
1305,-1146.79
1306,-1611.74
1307,-1964.80
1308,-2184.88
1309,-2259.04
1310,-2183.02
1311,-1961.43
1312,-1607.55
1313,-1142.76
1314,-595.51
1315,-0.01
1316,-0.01
1317,-0.01
1318,-0.01
1319,-0.01
1320,-0.01
1321,-0.01
1322,-0.01
1323,-0.01
1324,-0.01
1325,-0.01
1326,-0.01
1327,-0.01
1328,-671.55
1329,-1299.18
1330,-1836.22
1331,-2242.62
1332,-2488.46
1333,-2556.57
1334,-2444.08
1335,-2162.69
1336,-1737.62
1337,-1205.29
1338,-610.03
1339,-0.01
1340,-0.01
1341,-0.01
1342,-0.01
1343,-0.01
1344,-0.01
1345,-0.01
1346,-0.01
1347,-0.01
1348,-0.01
1349,-0.01
1350,-0.01
1351,-0.01
1352,-279.59
1353,-486.99
1354,-614.77
1355,-664.40
1356,-645.22
1357,-572.43
1358,-464.72
1359,-341.72
1360,-221.55
1361,-118.88
1362,-43.56
1363,-0.01
1364,-0.01
1365,-0.62
1366,-31.25
1367,-69.56
1368,-105.94
1369,-132.38
1370,-143.59
1371,-137.49
1372,-115.27
1373,-80.92
1374,-40.28
1375,-0.01
1376,-0.01
1377,-0.01
1378,-0.01
1379,-0.01
1380,-0.01
1381,-0.01
1382,-10.60
1383,-32.66
1384,-45.15
1385,-44.43
1386,-29.06
1387,-0.01
1388,-0.01
1389,-0.01
1390,-0.01
1391,-0.01
1392,-0.01
1393,-0.01
1394,-0.01
1395,-0.01
1396,-0.01
1397,-0.01
1398,-0.01
1399,-0.01
1400,-32.54
1401,-52.20
1402,-57.62
1403,-49.79
1404,-31.77
1405,-8.24
1406,-0.01
1407,-0.01
1408,-0.01
1409,-0.01
1410,-0.01
1411,-0.01
1412,-30.94
1413,-62.46
1414,-88.85
1415,-105.11
1416,-107.91
1417,-96.42
1418,-72.71
1419,-41.67
1420,-10.50
1421,-0.01
1422,-0.01
1423,-0.01
1424,-46.26
1425,-120.75
1426,-218.86
1427,-331.17
1428,-444.08
1429,-541.06
1430,-604.53
1431,-617.95
1432,-568.21
1433,-447.64
1434,-255.74
1435,-0.01
1436,-0.01
1437,-0.01
1438,-0.01
1439,-0.01
1440,-0.01
1441,-0.01
1442,-0.01
1443,-0.01
1444,-0.01
1445,-0.01
1446,-0.01
1447,-0.01
1448,-533.46
1449,-1051.33
1450,-1511.89
1451,-1877.14
1452,-2116.26
1453,-2208.41
1454,-2144.55
1455,-1928.26
1456,-1575.27
1457,-1112.09
1458,-573.60
1459,-0.01
1460,-0.01
1461,-0.01
1462,-0.01
1463,-0.01
1464,-0.01
1465,-0.01
1466,-0.01
1467,-0.01
1468,-0.01
1469,-0.01
1470,-0.01
1471,-0.01
1472,-496.50
1473,-951.57
1474,-1336.98
1475,-1629.36
1476,-1811.34
1477,-1872.26
1478,-1808.72
1479,-1624.64
1480,-1331.13
1481,-945.97
1482,-492.81
1483,-0.01
1484,-0.01
1485,-0.01
1486,-0.01
1487,-0.01
1488,-0.01
1489,-0.01
1490,-0.01
1491,-0.01
1492,-0.01
1493,-0.01
1494,-0.01
1495,-0.01
1496,-553.36
1497,-1070.21
1498,-1512.12
1499,-1846.21
1500,-2047.96
1501,-2103.35
1502,-2010.17
1503,-1778.18
1504,-1428.23
1505,-990.37
1506,-501.09
1507,-0.01
1508,-0.01
1509,-0.01
1510,-0.01
1511,-0.01
1512,-0.01
1513,-0.01
1514,-0.01
1515,-0.01
1516,-0.01
1517,-0.01
1518,-0.01
1519,-0.01
1520,-228.62
1521,-398.09
1522,-502.37
1523,-542.75
1524,-526.91
1525,-467.31
1526,-379.25
1527,-278.78
1528,-180.69
1529,-96.92
1530,-35.50
1531,-0.01
1532,-0.01
1533,-0.51
1534,-25.44
1535,-56.60
1536,-86.16
1537,-107.64
1538,-116.71
1539,-111.71
1540,-93.63
1541,-65.70
1542,-32.70
1543,-0.01
1544,-0.01
1545,-0.01
1546,-0.01
1547,-0.01
1548,-0.01
1549,-0.01
1550,-8.58
1551,-26.43
1552,-36.52
1553,-35.92
1554,-23.49
1555,-0.01
1556,-0.01
1557,-0.01
1558,-0.01
1559,-0.01
1560,-0.01
1561,-0.01
1562,-0.01
1563,-0.01
1564,-0.01
1565,-0.01
1566,-0.01
1567,-0.01
1568,-26.17
1569,-41.96
1570,-46.30
1571,-39.99
1572,-25.51
1573,-6.61
1574,-0.01
1575,-0.01
1576,-0.01
1577,-0.01
1578,-0.01
1579,-0.01
1580,-24.77
1581,-49.98
1582,-71.07
1583,-84.04
1584,-86.25
1585,-77.04
1586,-58.07
1587,-33.27
1588,-8.38
1589,-0.01
1590,-0.01
1591,-0.01
1592,-36.86
1593,-96.17
1594,-174.24
1595,-263.54
1596,-353.25
1597,-430.23
1598,-480.50
1599,-490.97
1600,-451.27
1601,-355.38
1602,-202.94
1603,-0.01
1604,-0.01
1605,-0.01
1606,-0.01
1607,-0.01
1608,-0.01
1609,-0.01
1610,-0.01
1611,-0.01
1612,-0.01
1613,-0.01
1614,-0.01
1615,-0.01
1616,-420.88
1617,-829.10
1618,-1191.80
1619,-1479.09
1620,-1666.79
1621,-1738.62
1622,-1687.63
1623,-1516.76
1624,-1238.57
1625,-874.01
1626,-450.60
1627,-0.01
1628,-0.01
1629,-0.01
1630,-0.01
1631,-0.01
1632,-0.01
1633,-0.01
1634,-0.01
1635,-0.01
1636,-0.01
1637,-0.01
1638,-0.01
1639,-0.01
1640,-387.62
1641,-742.55
1642,-1042.82
1643,-1270.30
1644,-1411.52
1645,-1458.33
1646,-1408.19
1647,-1264.28
1648,-1035.39
1649,-735.46
1650,-382.97
1651,-0.01
1652,-0.01
1653,-0.01
1654,-0.01
1655,-0.01
1656,-0.01
1657,-0.01
1658,-0.01
1659,-0.01
1660,-0.01
1661,-0.01
1662,-0.01
1663,-0.01
1664,-427.16
1665,-825.71
1666,-1166.09
1667,-1423.03
1668,-1577.76
1669,-1619.63
1670,-1547.11
1671,-1367.87
1672,-1098.12
1673,-761.08
1674,-384.89
1675,-0.01
1676,-0.01
1677,-0.01
1678,-0.01
1679,-0.01
1680,-0.01
1681,-0.01
1682,-0.01
1683,-0.01
1684,-0.01
1685,-0.01
1686,-0.01
1687,-0.01
1688,-174.34
1689,-303.41
1690,-382.69
1691,-413.23
1692,-400.96
1693,-355.41
1694,-288.29
1695,-211.80
1696,-137.20
1697,-73.56
1698,-26.93
1699,-0.01
1700,-0.01
1701,-0.39
1702,-19.25
1703,-42.81
1704,-65.14
1705,-81.33
1706,-88.13
1707,-84.31
1708,-70.63
1709,-49.53
1710,-24.64
1711,-0.01
1712,-0.01
1713,-0.01
1714,-0.01
1715,-0.01
1716,-0.01
1717,-0.01
1718,-6.44
1719,-19.81
1720,-27.36
1721,-26.90
1722,-17.58
1723,-0.01
1724,-0.01
1725,-0.01
1726,-0.01
1727,-0.01
1728,-0.01
1729,-0.01
1730,-0.01
1731,-0.01
1732,-0.01
1733,-0.01
1734,-0.01
1735,-0.01
1736,-19.42
1737,-31.11
1738,-34.31
1739,-29.62
1740,-18.88
1741,-4.89
1742,-0.01
1743,-0.01
1744,-0.01
1745,-0.01
1746,-0.01
1747,-0.01
1748,-18.24
1749,-36.77
1750,-52.26
1751,-61.76
1752,-63.34
1753,-56.54
1754,-42.59
1755,-24.38
1756,-6.14
1757,-0.01
1758,-0.01
1759,-0.01
1760,-26.93
1761,-70.20
1762,-127.09
1763,-192.10
1764,-257.31
1765,-313.16
1766,-349.51
1767,-356.88
1768,-327.79
1769,-257.95
1770,-147.21
1771,-0.01
1772,-0.01
1773,-0.01
1774,-0.01
1775,-0.01
1776,-0.01
1777,-0.01
1778,-0.01
1779,-0.01
1780,-0.01
1781,-0.01
1782,-0.01
1783,-0.01
1784,-302.19
1785,-594.85
1786,-854.43
1787,-1059.59
1788,-1193.15
1789,-1243.63
1790,-1206.23
1791,-1083.27
1792,-883.90
1793,-623.26
1794,-321.08
1795,-0.01
1796,-0.01
1797,-0.01
1798,-0.01
1799,-0.01
1800,-0.01
1801,-0.01
1802,-0.01
1803,-0.01
1804,-0.01
1805,-0.01
1806,-0.01
1807,-0.01
1808,-273.12
1809,-522.76
1810,-733.55
1811,-892.81
1812,-991.24
1813,-1023.25
1814,-987.23
1815,-885.59
1816,-724.64
1817,-514.29
1818,-267.57
1819,-0.01
1820,-0.01
1821,-0.01
1822,-0.01
1823,-0.01
1824,-0.01
1825,-0.01
1826,-0.01
1827,-0.01
1828,-0.01
1829,-0.01
1830,-0.01
1831,-0.01
1832,-294.75
1833,-569.24
1834,-803.16
